,Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
656,2021-09-28 08:00:00,14.59,14.56,14.45,15.11,1023,94,2.21,50,scattered clouds
657,2021-09-28 09:00:00,15.34,15.38,15.15,18.43,1024,94,2.41,44,scattered clouds
658,2021-09-28 10:00:00,16.46,16.51,16.26,20.1,1024,90,2.78,46,scattered clouds
659,2021-09-28 11:00:00,17.73,17.73,17.37,20.11,1024,83,3.44,38,scattered clouds
660,2021-09-28 12:00:00,20.16,20.06,20.15,20.9,1024,70,3.68,40,scattered clouds
661,2021-09-28 13:00:00,20.39,20.21,19.72,21.45,1024,66,3.7,57,broken clouds
662,2021-09-28 14:00:00,21.14,20.77,18.72,22.57,1024,56,4.3,46,scattered clouds
663,2021-09-28 15:00:00,21.11,20.63,18.72,21.45,1024,52,4.43,16,few clouds
664,2021-09-28 16:00:00,20.57,20.17,18.72,20.7,1024,57,4.41,1,sky is clear
665,2021-09-28 17:00:00,19.23,18.78,17.72,19.59,1025,60,4.09,29,scattered clouds
666,2021-09-28 18:00:00,17.94,17.46,17.57,18.43,1025,64,3.36,45,scattered clouds
667,2021-09-28 19:00:00,16.77,16.33,15.72,17.32,1026,70,3.11,55,broken clouds
668,2021-09-28 20:00:00,15.67,15.17,14.72,16.21,1027,72,2.97,70,broken clouds
669,2021-09-28 21:00:00,15.67,15.17,14.72,15.7,1027,72,2.4,59,broken clouds
670,2021-09-28 22:00:00,14.52,14.04,12.72,15.11,1027,77,2.11,37,scattered clouds
671,2021-09-28 23:00:00,14.0,13.52,12.57,14.55,1027,79,2.14,79,broken clouds
672,2021-09-29 00:00:00,13.97,13.54,11.45,14.04,1027,81,1.96,87,overcast clouds
673,2021-09-29 01:00:00,13.48,13.02,13.43,13.9,1028,82,1.83,91,overcast clouds
674,2021-09-29 02:00:00,12.93,12.47,12.72,13.43,1027,84,1.96,93,overcast clouds
675,2021-09-29 03:00:00,12.61,12.15,10.34,12.93,1027,85,1.85,95,overcast clouds
676,2021-09-29 04:00:00,12.61,12.17,9.79,12.93,1027,86,1.83,93,overcast clouds
677,2021-09-29 05:00:00,12.62,12.16,11.72,12.93,1028,85,2.04,90,overcast clouds
678,2021-09-29 06:00:00,12.61,12.09,11.12,12.93,1028,83,1.98,83,broken clouds
679,2021-09-29 07:00:00,13.27,12.69,10.34,13.48,1028,78,2.34,87,overcast clouds
680,2021-09-29 08:00:00,16.14,15.77,11.77,16.26,1029,75,2.15,65,broken clouds
681,2021-09-29 09:00:00,18.85,18.54,15.57,19.04,1029,67,1.76,18,few clouds
682,2021-09-29 10:00:00,19.83,19.59,17.57,20.15,1029,66,2.09,3,sky is clear
683,2021-09-29 11:00:00,20.71,20.53,20.57,21.77,1029,65,2.69,12,few clouds
684,2021-09-29 12:00:00,21.76,21.66,20.72,22.23,1028,64,2.86,25,scattered clouds
685,2021-09-29 13:00:00,22.82,22.75,19.72,24.54,1028,61,2.78,26,scattered clouds
686,2021-09-29 14:00:00,23.34,23.32,20.72,23.48,1027,61,2.71,31,scattered clouds
687,2021-09-29 15:00:00,23.83,23.81,20.72,24.04,1027,59,2.95,44,scattered clouds
688,2021-09-29 16:00:00,23.8,23.75,20.72,24.04,1026,58,3.36,25,scattered clouds
689,2021-09-29 17:00:00,22.99,22.94,19.72,23.48,1026,61,3.22,21,few clouds
690,2021-09-29 18:00:00,21.51,21.41,19.55,21.82,1026,65,3.44,10,sky is clear
691,2021-09-29 19:00:00,20.19,20.07,16.72,20.7,1027,69,3.21,2,sky is clear
692,2021-09-29 20:00:00,19.09,18.93,15.72,19.59,1027,72,2.98,10,sky is clear
693,2021-09-29 21:00:00,18.25,18.06,14.72,18.48,1027,74,2.8,11,few clouds
694,2021-09-29 22:00:00,17.74,17.63,14.72,17.93,1027,79,2.47,16,few clouds
695,2021-09-29 23:00:00,17.96,17.69,13.72,18.48,1027,72,2.4,5,sky is clear
696,2021-09-30 00:00:00,13.97,13.69,12.72,15.66,1027,87,2.07,39,scattered clouds
697,2021-09-30 01:00:00,17.34,16.98,12.72,17.93,1026,71,1.93,88,overcast clouds
698,2021-09-30 02:00:00,13.73,13.46,12.57,15.1,1026,88,1.81,98,overcast clouds
699,2021-09-30 03:00:00,12.92,12.62,11.72,14.54,1025,90,1.78,73,broken clouds
700,2021-09-30 04:00:00,12.88,12.6,11.72,14.54,1025,91,1.77,42,scattered clouds
701,2021-09-30 05:00:00,17.16,16.84,10.72,17.37,1025,73,1.83,28,scattered clouds
702,2021-09-30 06:00:00,11.58,11.17,10.72,13.43,1025,91,1.81,40,scattered clouds
703,2021-09-30 07:00:00,11.67,11.24,10.72,15.11,1026,90,1.71,2,sky is clear
704,2021-09-30 08:00:00,19.4,19.07,14.54,19.59,1026,64,1.86,0,sky is clear
705,2021-09-30 09:00:00,20.63,20.37,18.34,20.7,1026,62,1.03,25,scattered clouds
706,2021-09-30 10:00:00,22.31,22.22,19.72,22.88,1026,62,0.73,84,broken clouds
707,2021-09-30 11:00:00,22.94,22.91,22.79,23.99,1026,62,0.48,30,scattered clouds
708,2021-09-30 12:00:00,24.49,24.4,20.72,24.59,1025,54,0.62,65,broken clouds
709,2021-09-30 13:00:00,24.9,24.91,19.72,25.57,1024,56,1.21,89,overcast clouds
710,2021-09-30 14:00:00,26.2,26.2,23.44,26.26,1024,51,2.17,24,few clouds
711,2021-09-30 15:00:00,26.48,26.48,21.72,26.82,1023,49,3.05,19,few clouds
712,2021-09-30 16:00:00,25.84,25.81,19.72,26.26,1023,51,3.27,0,sky is clear
713,2021-09-30 17:00:00,23.67,23.69,17.72,24.23,1023,61,2.81,1,sky is clear
714,2021-09-30 18:00:00,22.02,22.03,16.72,23.12,1023,67,2.29,55,broken clouds
715,2021-09-30 19:00:00,19.9,19.9,15.72,20.9,1023,75,1.65,96,overcast clouds
716,2021-09-30 20:00:00,18.78,18.72,14.72,19.79,1023,77,1.08,98,overcast clouds
717,2021-09-30 21:00:00,18.23,18.2,14.72,18.48,1024,80,1.56,98,overcast clouds
718,2021-09-30 22:00:00,17.62,17.53,12.72,17.93,1023,80,1.32,100,overcast clouds
719,2021-09-30 23:00:00,17.67,17.63,13.72,17.93,1023,82,2.06,100,overcast clouds
720,2021-10-01 00:00:00,16.63,16.57,13.72,16.82,1023,85,1.23,99,overcast clouds
721,2021-10-01 01:00:00,16.05,15.96,12.72,16.26,1023,86,1.87,92,overcast clouds
722,2021-10-01 02:00:00,16.15,16.04,12.72,16.26,1022,85,1.49,93,overcast clouds
723,2021-10-01 03:00:00,16.14,16.11,12.72,16.26,1022,88,1.5,14,few clouds
724,2021-10-01 04:00:00,15.07,14.96,12.72,15.15,1022,89,1.1,60,broken clouds
725,2021-10-01 05:00:00,15.6,15.57,12.72,15.7,1022,90,1.35,86,overcast clouds
726,2021-10-01 06:00:00,15.44,15.36,11.72,15.7,1022,89,1.24,92,overcast clouds
727,2021-10-01 07:00:00,14.97,14.9,12.72,15.15,1022,91,1.06,98,overcast clouds
728,2021-10-01 08:00:00,15.63,15.62,13.72,15.7,1023,91,1.18,99,overcast clouds
729,2021-10-01 09:00:00,15.71,15.56,15.66,16.78,1023,85,1.24,94,overcast clouds
730,2021-10-01 10:00:00,18.84,18.74,17.79,20.11,1023,75,2.09,98,overcast clouds
731,2021-10-01 11:00:00,20.39,20.23,19.72,21.77,1023,67,2.19,100,overcast clouds
732,2021-10-01 12:00:00,21.2,21.07,19.72,22.57,1023,65,2.66,78,broken clouds
733,2021-10-01 13:00:00,22.24,22.03,19.72,23.68,1023,58,2.66,77,broken clouds
734,2021-10-01 14:00:00,23.28,23.23,19.72,25.34,1022,60,2.66,97,overcast clouds
735,2021-10-01 15:00:00,23.77,23.82,19.72,24.04,1022,62,3.46,100,overcast clouds
736,2021-10-01 16:00:00,23.19,23.42,18.72,23.48,1022,71,3.44,100,overcast clouds
737,2021-10-01 17:00:00,21.63,21.86,18.72,22.01,1021,77,3.05,100,overcast clouds
738,2021-10-01 18:00:00,20.52,20.72,17.72,20.7,1022,80,2.5,100,overcast clouds
739,2021-10-01 19:00:00,19.49,19.74,17.72,19.79,1022,86,1.45,100,overcast clouds
740,2021-10-01 20:00:00,18.97,19.22,17.72,19.79,1022,88,0.85,100,overcast clouds
741,2021-10-01 21:00:00,18.94,19.21,17.72,19.23,1022,89,0.97,100,overcast clouds
742,2021-10-01 22:00:00,18.43,18.68,17.72,19.23,1021,90,1.58,100,overcast clouds
743,2021-10-01 23:00:00,18.41,18.68,17.23,18.68,1020,91,1.11,100,overcast clouds
744,2021-10-02 00:00:00,18.42,18.72,17.23,18.48,1020,92,1.55,100,overcast clouds
745,2021-10-02 01:00:00,18.42,18.72,17.23,18.48,1020,92,1.92,100,overcast clouds
746,2021-10-02 02:00:00,18.42,18.75,17.23,18.48,1019,93,2.33,100,overcast clouds
747,2021-10-02 03:00:00,17.9,18.17,17.23,18.12,1018,93,2.32,100,overcast clouds
748,2021-10-02 04:00:00,17.87,18.14,16.72,18.12,1018,93,2.32,100,overcast clouds
749,2021-10-02 05:00:00,17.59,17.83,16.68,18.12,1017,93,2.95,100,overcast clouds
750,2021-10-02 06:00:00,17.33,17.55,16.68,17.57,1017,93,3.2,100,overcast clouds
751,2021-10-02 07:00:00,17.31,17.52,16.12,17.57,1017,93,3.55,100,overcast clouds
752,2021-10-02 08:00:00,17.36,17.58,16.12,18.12,1017,93,3.78,100,overcast clouds
753,2021-10-02 09:00:00,18.44,18.77,17.23,18.72,1017,93,3.57,100,overcast clouds
754,2021-10-02 10:00:00,19.53,19.84,18.12,19.59,1016,88,4.74,96,overcast clouds
755,2021-10-02 11:00:00,20.55,20.83,18.72,21.45,1016,83,5.41,99,overcast clouds
756,2021-10-02 12:00:00,20.02,20.38,17.72,20.9,1015,88,5.52,100,light rain
757,2021-10-02 13:00:00,18.98,19.34,17.72,20.34,1015,92,6.18,100,overcast clouds
758,2021-10-02 14:00:00,19.03,19.42,17.89,20.34,1014,93,6.23,100,overcast clouds
759,2021-10-02 15:00:00,19.03,19.42,18.44,19.79,1013,93,6.55,100,light rain
760,2021-10-02 16:00:00,19.02,19.38,18.44,19.23,1012,92,6.72,100,light rain
761,2021-10-02 17:00:00,18.99,19.32,17.72,19.54,1011,91,6.66,100,light rain
762,2021-10-02 18:00:00,18.96,19.29,17.72,19.04,1011,91,6.68,100,overcast clouds
763,2021-10-02 19:00:00,18.43,18.73,17.72,18.48,1011,92,6.86,100,light rain
764,2021-10-02 20:00:00,18.42,18.75,17.72,18.48,1010,93,7.14,100,light rain
765,2021-10-02 21:00:00,18.42,18.75,17.72,18.68,1010,93,7.37,100,moderate rain
766,2021-10-02 22:00:00,18.42,18.75,17.72,18.68,1009,93,7.54,100,moderate rain
767,2021-10-02 23:00:00,18.4,18.72,17.32,18.68,1008,93,8.4,100,moderate rain
768,2021-10-03 00:00:00,18.45,18.78,17.72,18.48,1007,93,7.86,100,moderate rain
769,2021-10-03 01:00:00,17.29,17.5,15.57,17.88,1007,93,5.26,100,heavy intensity rain
770,2021-10-03 02:00:00,16.72,16.88,15.57,17.01,1008,93,4.84,100,heavy intensity rain
771,2021-10-03 03:00:00,16.58,16.72,13.72,16.82,1009,93,3.45,97,moderate rain
772,2021-10-03 04:00:00,13.48,13.31,12.79,13.72,1009,93,3.39,72,light rain
773,2021-10-03 05:00:00,13.46,13.29,12.23,13.72,1010,93,3.76,51,broken clouds
774,2021-10-03 06:00:00,12.91,12.68,12.01,12.93,1011,93,3.3,39,scattered clouds
775,2021-10-03 07:00:00,12.36,12.08,11.72,12.89,1012,93,2.47,40,scattered clouds
776,2021-10-03 08:00:00,13.02,12.81,12.79,14.54,1013,93,2.26,32,scattered clouds
777,2021-10-03 09:00:00,14.65,14.44,13.9,15.72,1014,87,3.25,23,few clouds
778,2021-10-03 10:00:00,16.29,15.85,15.9,17.33,1016,72,2.31,45,scattered clouds
779,2021-10-03 11:00:00,16.88,16.45,16.45,17.89,1016,70,3.08,46,scattered clouds
780,2021-10-03 12:00:00,17.89,17.33,15.9,19.0,1017,61,3.73,33,scattered clouds
781,2021-10-03 13:00:00,16.89,16.38,16.82,19.0,1017,67,3.61,28,scattered clouds
782,2021-10-03 14:00:00,18.6,18.21,17.57,20.1,1017,65,4.55,29,scattered clouds
783,2021-10-03 15:00:00,17.92,17.57,16.72,19.54,1018,69,4.75,36,scattered clouds
784,2021-10-03 16:00:00,17.92,17.46,17.72,18.12,1019,65,3.84,18,few clouds
785,2021-10-03 17:00:00,16.82,16.36,16.72,17.79,1019,69,2.93,0,sky is clear
786,2021-10-03 18:00:00,15.71,15.27,15.34,16.22,1020,74,1.77,7,sky is clear
787,2021-10-03 19:00:00,14.6,14.13,13.12,16.21,1021,77,2.25,100,overcast clouds
788,2021-10-03 20:00:00,14.03,13.55,12.01,15.66,1021,79,1.69,100,overcast clouds
789,2021-10-03 21:00:00,13.46,13.0,10.9,15.1,1021,82,0.91,100,overcast clouds
790,2021-10-03 22:00:00,12.92,12.46,10.34,14.55,1022,84,1.41,100,overcast clouds
791,2021-10-03 23:00:00,12.93,12.5,12.72,14.0,1022,85,0.35,100,overcast clouds
792,2021-10-04 00:00:00,12.37,11.93,11.72,13.43,1022,87,0.56,100,overcast clouds
793,2021-10-04 01:00:00,12.92,12.51,12.23,12.93,1022,86,0.62,86,overcast clouds
794,2021-10-04 02:00:00,12.92,12.54,11.68,12.93,1022,87,0.72,100,overcast clouds
795,2021-10-04 03:00:00,12.93,12.55,10.34,13.72,1022,87,0.77,95,overcast clouds
796,2021-10-04 04:00:00,12.94,12.54,12.23,13.72,1022,86,0.71,81,broken clouds
797,2021-10-04 05:00:00,12.93,12.58,10.34,13.72,1022,88,0.59,94,overcast clouds
798,2021-10-04 06:00:00,12.92,12.59,11.68,12.93,1022,89,0.93,97,overcast clouds
799,2021-10-04 07:00:00,12.87,12.51,10.9,12.93,1023,88,1.16,78,broken clouds
800,2021-10-04 08:00:00,13.48,13.16,12.79,13.72,1023,87,1.54,70,broken clouds
801,2021-10-04 09:00:00,14.03,13.84,13.34,14.54,1023,90,2.07,69,broken clouds
802,2021-10-04 10:00:00,15.44,15.13,14.79,15.72,1023,80,2.08,96,overcast clouds
803,2021-10-04 11:00:00,17.63,17.46,16.12,17.88,1022,77,2.52,89,overcast clouds
804,2021-10-04 12:00:00,17.42,17.33,16.72,19.55,1023,81,3.09,99,overcast clouds
805,2021-10-04 13:00:00,17.51,17.46,17.01,20.66,1023,82,3.3,99,overcast clouds
806,2021-10-04 14:00:00,19.92,19.85,17.01,20.66,1022,72,3.33,71,broken clouds
807,2021-10-04 15:00:00,18.06,18.01,17.57,20.66,1022,80,3.06,57,broken clouds
808,2021-10-04 16:00:00,17.98,17.84,17.57,19.0,1022,77,3.39,41,scattered clouds
809,2021-10-04 17:00:00,18.43,18.21,17.01,18.48,1022,72,3.12,69,broken clouds
810,2021-10-04 18:00:00,16.81,16.64,16.12,16.82,1022,80,2.29,93,overcast clouds
811,2021-10-04 19:00:00,16.29,16.14,15.9,16.78,1022,83,2.09,100,light rain
812,2021-10-04 20:00:00,15.79,15.64,15.34,16.78,1022,85,2.21,99,overcast clouds
813,2021-10-04 21:00:00,15.78,15.69,14.79,16.77,1023,87,2.61,100,overcast clouds
814,2021-10-04 22:00:00,15.21,15.16,14.79,16.21,1023,91,1.97,99,overcast clouds
815,2021-10-04 23:00:00,15.19,15.17,14.45,15.72,1022,92,2.66,100,overcast clouds
816,2021-10-05 00:00:00,15.15,15.12,14.45,15.72,1022,92,3.17,100,overcast clouds
817,2021-10-05 01:00:00,14.64,14.59,14.45,15.72,1021,93,3.35,100,light rain
818,2021-10-05 02:00:00,15.15,15.15,14.45,15.72,1021,93,3.29,100,light rain
819,2021-10-05 03:00:00,15.18,15.18,15.01,15.72,1020,93,2.93,100,light rain
820,2021-10-05 04:00:00,15.18,15.18,15.1,15.72,1020,93,2.4,100,light rain
821,2021-10-05 05:00:00,15.7,15.75,15.57,15.72,1020,93,1.87,100,light rain
822,2021-10-05 06:00:00,15.71,15.76,15.66,16.22,1020,93,1.53,100,overcast clouds
823,2021-10-05 07:00:00,16.27,16.38,15.66,16.78,1021,93,1.43,100,overcast clouds
824,2021-10-05 08:00:00,16.85,17.02,16.21,17.72,1022,93,1.81,100,overcast clouds
825,2021-10-05 09:00:00,17.37,17.59,16.77,18.12,1022,93,2.59,100,overcast clouds
826,2021-10-05 10:00:00,17.91,18.18,17.23,18.68,1023,93,3.38,100,overcast clouds
827,2021-10-05 11:00:00,18.48,18.81,17.89,19.23,1023,93,3.09,97,overcast clouds
828,2021-10-05 12:00:00,18.58,18.92,18.34,20.34,1023,93,3.17,97,overcast clouds
829,2021-10-05 13:00:00,20.18,20.58,18.44,21.21,1023,89,3.5,100,overcast clouds
830,2021-10-05 14:00:00,20.71,20.98,20.67,21.21,1023,82,3.64,98,overcast clouds
831,2021-10-05 15:00:00,21.72,21.93,19.72,21.82,1023,76,3.36,97,overcast clouds
832,2021-10-05 16:00:00,20.66,20.87,19.72,21.21,1023,80,2.89,83,broken clouds
833,2021-10-05 17:00:00,20.6,20.83,18.72,20.7,1023,81,2.52,43,scattered clouds
834,2021-10-05 18:00:00,19.74,19.88,17.72,20.15,1023,81,1.78,19,few clouds
835,2021-10-05 19:00:00,18.89,19.03,16.72,19.04,1024,84,1.76,21,few clouds
836,2021-10-05 20:00:00,17.79,17.95,15.72,17.93,1024,89,1.51,13,few clouds
837,2021-10-05 21:00:00,16.8,16.89,15.57,16.82,1024,90,1.42,5,sky is clear
838,2021-10-05 22:00:00,16.69,16.76,14.72,16.82,1025,90,1.16,22,few clouds
839,2021-10-05 23:00:00,15.65,15.67,14.72,15.7,1025,92,1.19,38,scattered clouds
840,2021-10-06 00:00:00,15.59,15.61,13.72,15.7,1025,92,1.36,87,overcast clouds
841,2021-10-06 01:00:00,15.67,15.72,14.23,15.7,1025,93,1.49,84,broken clouds
842,2021-10-06 02:00:00,15.13,15.13,14.23,15.67,1024,93,1.38,86,overcast clouds
843,2021-10-06 03:00:00,14.99,14.97,12.72,15.15,1024,93,1.78,79,broken clouds
844,2021-10-06 04:00:00,15.01,14.99,12.79,15.15,1024,93,1.69,35,scattered clouds
845,2021-10-06 05:00:00,15.47,15.37,12.72,15.7,1024,88,1.74,30,scattered clouds
846,2021-10-06 06:00:00,15.47,15.29,12.57,15.7,1024,85,2.0,30,scattered clouds
847,2021-10-06 07:00:00,15.47,15.27,12.01,15.7,1024,84,1.96,11,few clouds
848,2021-10-06 08:00:00,17.67,17.5,13.99,17.93,1024,77,2.25,2,sky is clear
849,2021-10-06 09:00:00,19.54,19.4,17.72,19.59,1025,71,1.72,0,sky is clear
850,2021-10-06 10:00:00,21.21,21.08,18.9,21.26,1025,65,0.97,0,sky is clear
851,2021-10-06 11:00:00,22.31,22.35,21.12,22.37,1024,67,1.05,0,sky is clear
852,2021-10-06 12:00:00,23.47,23.49,22.89,23.48,1024,62,0.87,0,sky is clear
853,2021-10-06 13:00:00,24.59,24.65,24.23,24.59,1023,59,0.53,0,sky is clear
854,2021-10-06 14:00:00,25.12,25.18,24.0,25.57,1023,57,0.28,0,sky is clear
855,2021-10-06 15:00:00,26.03,26.03,22.72,26.68,1022,56,0.99,0,sky is clear
856,2021-10-06 16:00:00,26.53,26.53,22.72,26.82,1022,55,1.37,0,sky is clear
857,2021-10-06 17:00:00,24.95,25.09,21.72,25.15,1022,61,1.31,0,sky is clear
858,2021-10-06 18:00:00,23.44,23.59,21.78,23.48,1022,67,1.58,0,sky is clear
859,2021-10-06 19:00:00,22.32,22.51,20.57,22.37,1022,73,1.83,0,sky is clear
860,2021-10-06 20:00:00,21.22,21.25,19.23,21.26,1022,71,2.01,0,sky is clear
861,2021-10-06 21:00:00,17.67,17.74,15.72,20.11,1022,86,2.2,0,sky is clear
862,2021-10-06 22:00:00,20.41,20.26,15.72,20.7,1022,67,2.09,0,sky is clear
863,2021-10-06 23:00:00,19.95,19.78,16.45,20.67,1022,68,1.82,0,sky is clear
864,2021-10-07 00:00:00,19.41,19.21,15.34,20.11,1022,69,1.8,0,sky is clear
865,2021-10-07 01:00:00,16.98,16.98,14.79,19.0,1022,86,1.93,0,sky is clear
866,2021-10-07 02:00:00,17.99,18.06,14.23,19.0,1022,85,2.09,0,sky is clear
867,2021-10-07 03:00:00,18.3,18.43,17.32,19.0,1022,86,2.23,0,sky is clear
868,2021-10-07 04:00:00,17.6,17.66,17.32,18.34,1021,86,2.3,7,sky is clear
869,2021-10-07 05:00:00,15.62,15.51,14.72,18.9,1021,87,2.33,1,sky is clear
870,2021-10-07 06:00:00,16.26,16.19,15.72,18.34,1021,86,2.3,0,sky is clear
871,2021-10-07 07:00:00,15.58,15.44,14.72,17.79,1021,86,2.34,0,sky is clear
872,2021-10-07 08:00:00,18.64,18.67,18.43,19.0,1022,81,2.77,0,sky is clear
873,2021-10-07 09:00:00,21.53,21.07,20.11,22.32,1022,51,2.18,0,sky is clear
874,2021-10-07 10:00:00,23.48,23.16,21.68,23.72,1022,49,1.83,0,sky is clear
875,2021-10-07 11:00:00,24.86,24.63,23.34,25.15,1022,47,1.76,0,sky is clear
876,2021-10-07 12:00:00,26.24,26.24,25.01,26.26,1021,35,1.02,0,sky is clear
877,2021-10-07 13:00:00,27.36,27.03,25.9,27.72,1021,38,0.78,0,sky is clear
878,2021-10-07 14:00:00,27.22,26.87,24.72,27.79,1020,37,1.25,0,sky is clear
879,2021-10-07 15:00:00,27.89,27.44,26.77,27.93,1020,38,2.02,0,sky is clear
880,2021-10-07 16:00:00,27.14,27.13,23.72,27.37,1020,43,2.49,0,sky is clear
881,2021-10-07 17:00:00,25.64,25.64,23.44,25.7,1019,53,2.15,1,sky is clear
882,2021-10-07 18:00:00,23.99,24.14,21.78,24.04,1020,65,2.01,3,sky is clear
883,2021-10-07 19:00:00,22.32,22.44,20.11,22.37,1020,70,2.03,0,sky is clear
884,2021-10-07 20:00:00,21.22,21.3,18.9,21.26,1020,73,1.98,0,sky is clear
885,2021-10-07 21:00:00,20.66,20.77,18.12,20.7,1020,76,1.92,0,sky is clear
886,2021-10-07 22:00:00,20.1,20.18,17.01,20.15,1020,77,1.98,3,sky is clear
887,2021-10-07 23:00:00,19.57,19.62,14.72,20.15,1020,78,1.78,0,sky is clear
888,2021-10-08 00:00:00,19.28,19.3,14.72,19.59,1020,78,1.66,0,sky is clear
889,2021-10-08 01:00:00,19.92,19.74,12.72,20.15,1020,68,1.67,19,few clouds
890,2021-10-08 02:00:00,15.89,15.91,15.01,16.22,1019,91,1.71,6,sky is clear
891,2021-10-08 03:00:00,19.36,19.21,12.72,19.59,1019,71,1.71,3,sky is clear
892,2021-10-08 04:00:00,13.69,13.57,12.72,15.66,1019,94,1.76,0,sky is clear
893,2021-10-08 05:00:00,13.35,13.2,12.72,15.1,1019,94,1.74,0,sky is clear
894,2021-10-08 06:00:00,13.94,13.84,13.72,14.55,1019,94,1.85,0,sky is clear
895,2021-10-08 07:00:00,13.2,13.06,12.72,14.55,1019,95,1.74,0,sky is clear
896,2021-10-08 08:00:00,15.39,15.31,14.72,17.23,1019,89,2.12,0,sky is clear
897,2021-10-08 09:00:00,23.04,22.99,18.72,23.48,1020,61,1.39,0,sky is clear
898,2021-10-08 10:00:00,23.16,23.18,21.68,23.48,1020,63,0.57,0,sky is clear
899,2021-10-08 11:00:00,24.55,24.63,22.72,25.66,1020,60,0.24,0,sky is clear
900,2021-10-08 12:00:00,25.62,25.65,22.72,25.7,1020,54,0.37,0,sky is clear
901,2021-10-08 13:00:00,26.62,26.62,22.72,26.82,1019,48,1.15,0,sky is clear
902,2021-10-08 14:00:00,27.33,27.67,25.67,27.37,1019,49,1.91,0,sky is clear
903,2021-10-08 15:00:00,27.28,27.49,24.55,27.37,1019,47,2.4,0,sky is clear
904,2021-10-08 16:00:00,26.18,26.18,22.89,26.26,1018,53,2.53,0,sky is clear
905,2021-10-08 17:00:00,25.08,25.13,22.33,25.15,1019,57,2.19,0,sky is clear
906,2021-10-08 18:00:00,22.74,22.98,15.72,23.48,1019,73,2.27,11,few clouds
907,2021-10-08 19:00:00,20.94,21.1,15.72,21.45,1019,77,2.25,68,broken clouds
908,2021-10-08 20:00:00,18.8,18.93,15.67,19.79,1020,84,2.0,95,overcast clouds
909,2021-10-08 21:00:00,18.28,18.38,15.67,18.68,1020,85,1.77,98,overcast clouds
910,2021-10-08 22:00:00,17.77,17.93,15.67,18.12,1020,89,1.32,100,overcast clouds
911,2021-10-08 23:00:00,17.23,17.33,15.01,17.37,1020,89,1.47,98,overcast clouds
912,2021-10-09 00:00:00,16.69,16.82,14.72,16.82,1019,92,1.25,96,overcast clouds
913,2021-10-09 01:00:00,16.63,16.72,13.72,16.82,1019,91,0.98,95,overcast clouds
914,2021-10-09 02:00:00,17.36,17.55,13.72,17.37,1019,92,1.01,94,overcast clouds
915,2021-10-09 03:00:00,16.74,16.85,12.72,16.82,1019,91,1.14,94,overcast clouds
916,2021-10-09 04:00:00,17.37,17.51,13.72,17.37,1019,90,1.19,95,overcast clouds
917,2021-10-09 05:00:00,17.09,17.18,13.72,17.37,1019,89,1.11,94,overcast clouds
918,2021-10-09 06:00:00,17.37,17.49,13.72,17.37,1019,89,1.09,95,overcast clouds
919,2021-10-09 07:00:00,16.82,16.93,14.72,16.82,1019,91,1.01,83,broken clouds
920,2021-10-09 08:00:00,18.76,18.96,14.72,19.04,1020,87,0.93,73,broken clouds
921,2021-10-09 09:00:00,20.15,20.39,15.72,20.15,1020,83,0.45,91,overcast clouds
922,2021-10-09 10:00:00,20.98,21.27,16.72,21.26,1020,82,0.33,91,overcast clouds
923,2021-10-09 11:00:00,22.29,22.53,18.72,22.37,1020,75,0.64,88,overcast clouds
924,2021-10-09 12:00:00,23.69,23.94,17.72,25.9,1020,70,0.79,88,overcast clouds
925,2021-10-09 13:00:00,24.7,24.98,16.72,25.9,1019,67,0.84,93,overcast clouds
926,2021-10-09 14:00:00,19.34,19.13,16.72,26.45,1019,69,1.02,89,overcast clouds
927,2021-10-09 15:00:00,25.14,25.35,16.72,26.45,1018,63,1.51,90,overcast clouds
928,2021-10-09 16:00:00,18.31,18.02,14.72,24.23,1018,70,1.99,92,overcast clouds
929,2021-10-09 17:00:00,23.54,23.91,15.72,24.23,1018,75,1.71,92,overcast clouds
930,2021-10-09 18:00:00,21.89,22.2,14.72,23.12,1018,79,1.45,97,overcast clouds
931,2021-10-09 19:00:00,21.31,21.64,13.72,21.82,1018,82,1.61,97,overcast clouds
932,2021-10-09 20:00:00,20.74,21.12,12.72,21.26,1019,86,1.68,96,overcast clouds
933,2021-10-09 21:00:00,20.25,20.58,13.72,20.7,1019,86,2.14,99,overcast clouds
934,2021-10-09 22:00:00,20.54,20.45,17.23,20.7,1019,69,2.2,87,overcast clouds
935,2021-10-09 23:00:00,20.7,20.31,12.72,21.26,1019,57,1.78,87,overcast clouds
936,2021-10-10 00:00:00,19.75,19.32,12.72,20.15,1019,59,1.88,87,overcast clouds
937,2021-10-10 01:00:00,19.75,19.35,12.72,20.15,1018,60,2.25,91,overcast clouds
938,2021-10-10 02:00:00,20.43,19.81,12.72,20.7,1018,49,2.51,90,overcast clouds
939,2021-10-10 03:00:00,16.02,15.61,14.72,18.44,1018,74,2.71,88,overcast clouds
940,2021-10-10 04:00:00,17.88,17.58,14.79,19.55,1018,71,2.78,92,overcast clouds
941,2021-10-10 05:00:00,17.99,17.65,13.68,19.0,1018,69,2.9,95,overcast clouds
942,2021-10-10 06:00:00,18.47,17.68,17.88,19.0,1019,50,3.1,81,broken clouds
943,2021-10-10 07:00:00,17.93,17.16,17.88,18.44,1019,53,3.33,63,broken clouds
