,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
276304,Air_India,AI-838,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,32,24122
112482,Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,25,6262
100136,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,12.25,35,6568
60877,Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,46,2132
37826,Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.33,19,3988
266885,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,9.33,43,50271
233845,Vistara,UK-940,Mumbai,Evening,one,Evening,Bangalore,Business,21.33,45,69168
276837,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.0,42,39499
259519,Vistara,UK-866,Bangalore,Night,one,Night,Chennai,Business,25.42,16,44280
145832,GO_FIRST,G8-125,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.17,31,2821
67806,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17,36,5949
61753,SpiceJet,SG-611,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.17,3,7412
293010,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,43,23838
270152,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,48,52287
298859,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,22,51345
90244,GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.92,32,3466
20636,Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,4,17641
219523,Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Business,26.58,9,39321
57865,Air_India,AI-637,Mumbai,Evening,two_or_more,Late_Night,Bangalore,Economy,29.58,29,8972
27862,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.42,44,6821
52143,Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,46,4927
49667,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,35,2339
233278,Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,Business,17.08,39,54608
8240,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,41,5227
150071,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,23,17159
103595,Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Economy,22.17,8,13054
50168,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,37,3528
262232,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Business,12.0,18,61583
117006,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Chennai,Economy,31.17,19,7549
264212,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.67,6,50271
195014,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,6.75,18,4755
298066,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,2,48993
149397,Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.0,17,6489
40386,Indigo,6E-2479,Delhi,Morning,one,Evening,Chennai,Economy,8.92,34,2050
39300,Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,5.0,27,5378
140638,Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,27.33,37,6195
47944,Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,26,6983
269065,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Business,12.42,30,60978
146569,Air_India,AI-9745,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,24.83,37,4799
123848,SpiceJet,SG-3281,Kolkata,Afternoon,one,Evening,Delhi,Economy,4.67,28,5120
237787,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.17,47,49725
26937,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,39,7431
233847,Vistara,UK-940,Mumbai,Evening,one,Evening,Bangalore,Business,23.08,45,69168
29060,Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Economy,12.58,4,9840
168695,Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.75,32,3374
256435,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,26.08,9,64025
1632,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,10,18975
118606,Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Economy,12.0,37,7433
142894,Air_India,AI-773,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,17.25,5,15165
31496,Indigo,6E-2618,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.58,23,4393
123395,GO_FIRST,G8-792,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.08,25,6488
140968,Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Economy,23.58,39,7053
63435,SpiceJet,SG-8152,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.75,13,7412
114141,Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,28.25,38,10090
171662,Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,12.0,11,10069
286243,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,Business,12.42,22,51707
294596,Vistara,UK-838,Chennai,Night,one,Evening,Bangalore,Business,21.75,24,60260
32827,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,32,5549
22135,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,6.67,13,13138
166148,Air_India,AI-840,Hyderabad,Night,one,Evening,Bangalore,Economy,19.42,8,16213
67343,GO_FIRST,G8-390,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.42,33,10849
269189,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,14.42,32,60978
65199,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.25,22,5817
228800,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Business,5.08,38,53152
138886,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.0,25,8111
245053,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.58,5,42521
77837,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.5,5,23898
76902,AirAsia,I5-1569,Mumbai,Night,one,Morning,Hyderabad,Economy,11.42,47,2105
115635,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,2,17727
268627,Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Business,24.08,23,60978
262578,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,13.75,24,66063
267551,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,6,57999
283719,Air_India,AI-698,Hyderabad,Night,one,Afternoon,Kolkata,Business,13.92,18,48795
174370,Air_India,AI-543,Hyderabad,Morning,one,Morning,Kolkata,Economy,21.67,33,4789
98157,AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.33,25,2203
172564,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,18,9901
10652,Vistara,UK-879,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,5,10575
32890,Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,32,6690
815,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,6,8885
24439,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,26,2480
223413,Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,Business,14.92,26,45257
163972,Air_India,AI-698,Hyderabad,Night,zero,Night,Mumbai,Economy,1.67,39,2301
185627,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.42,37,5606
232766,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,8.25,33,69168
108475,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.17,41,6583
38445,Vistara,UK-801,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,22,8719
100643,Indigo,6E-309,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.08,38,5853
70709,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,4,14448
206678,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Business,11.42,1,57074
166023,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,7,11497
190834,Indigo,6E-6006,Chennai,Afternoon,one,Night,Mumbai,Economy,5.0,27,4027
75152,Vistara,UK-960,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.0,35,4099
253475,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,Business,27.0,12,51817
134652,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,44,5523
281495,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,10.75,24,38099
211252,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.5,43,41113
21562,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,10,14880
27417,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.17,42,4874
22449,Indigo,6E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,15,5955
115227,GO_FIRST,G8-294,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.17,47,1714
238483,Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.58,9,45693
188394,Indigo,6E-6137,Chennai,Morning,one,Evening,Mumbai,Economy,9.58,9,14545
233339,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Business,6.42,40,54608
54806,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,13,11129
58912,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Bangalore,Economy,18.0,35,6450
165165,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.25,46,6928
255780,Air_India,AI-564,Bangalore,Morning,one,Afternoon,Kolkata,Business,26.08,47,31817
51813,Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.25,45,2339
127676,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.92,3,7958
110964,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,13,11205
185579,Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Economy,11.67,37,4971
225357,Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,Business,2.08,6,22140
149155,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Chennai,Economy,18.58,14,14620
131514,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.83,26,7012
94961,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,11.5,7,11383
589,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,5,5954
84390,Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,3,13579
278262,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.75,18,45883
85393,Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.0,9,10744
130592,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,9.58,21,6048
123319,Indigo,6E-6917,Kolkata,Afternoon,one,Night,Delhi,Economy,5.42,25,4663
791,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,6,5954
91489,AirAsia,I5-1426,Bangalore,Afternoon,two_or_more,Late_Night,Delhi,Economy,12.0,38,2723
75022,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11.0,34,4359
132249,Vistara,UK-706,Kolkata,Morning,one,Morning,Mumbai,Economy,24.75,30,13910
261986,Air_India,AI-765,Kolkata,Afternoon,one,Morning,Delhi,Business,18.17,14,48079
197172,Air_India,AI-569,Chennai,Early_Morning,one,Night,Bangalore,Economy,16.17,42,6597
48136,GO_FIRST,G8-7545,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,9.33,27,5942
292673,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,37,69713
203839,Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,6.58,16,4202
268177,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,6.75,16,60978
14124,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,12.5,22,4496
34278,Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,42,5761
131735,GO_FIRST,G8-512,Kolkata,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.83,28,4499
170669,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,49,5441
94084,Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.5,1,13400
286138,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,10.17,20,41314
249191,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,9.33,8,62524
246458,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,10.25,22,54841
63449,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83,13,9879
10709,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,5,11248
144860,Air_India,AI-526,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.25,23,4116
274242,Vistara,UK-706,Kolkata,Morning,one,Morning,Chennai,Business,23.67,38,55983
43764,SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,6,9067
250068,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Business,13.83,18,54684
226156,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,5.67,13,53152
124288,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,30,9419
149710,AirAsia,I5-510,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,20,5465
115890,Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,11.17,6,9420
7490,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,38,2456
23820,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,22,6840
167545,Indigo,6E-6066,Hyderabad,Morning,zero,Morning,Bangalore,Economy,1.33,22,1776
89224,Indigo,6E-6257,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.0,27,3788
35655,Air_India,AI-544,Delhi,Evening,one,Early_Morning,Chennai,Economy,14.75,4,9840
72056,Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,4.58,14,9828
276559,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,12.08,36,65942
36118,Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Economy,5.33,8,11520
56417,Indigo,6E-5307,Mumbai,Morning,one,Evening,Bangalore,Economy,7.08,22,4284
155639,Air_India,AI-840,Hyderabad,Night,zero,Night,Delhi,Economy,2.17,28,2276
299434,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,34,51457
213044,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,15,54777
32691,Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,31,5761
88760,Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.0,25,4111
54212,GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,10,10353
152221,Vistara,UK-708,Kolkata,Night,one,Morning,Chennai,Economy,13.58,45,5660
60677,Indigo,6E-818,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,6.08,45,2124
83032,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,10.33,42,4249
41558,Vistara,UK-673,Delhi,Afternoon,two_or_more,Morning,Chennai,Economy,19.5,40,7490
19698,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,47,8676
172515,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,22.25,18,5960
62494,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,17.0,7,15813
113794,Indigo,6E-6212,Bangalore,Morning,one,Night,Hyderabad,Economy,10.0,36,3034
231786,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Business,17.25,22,62448
171710,Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,24.83,11,12740
230011,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,16.33,1,78240
6552,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,33,5702
277335,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.42,3,82586
247143,Vistara,UK-852,Bangalore,Morning,one,Afternoon,Delhi,Business,5.0,31,42521
276482,Air_India,AI-515,Hyderabad,Morning,one,Afternoon,Delhi,Business,6.33,35,44583
140513,Indigo,6E-966,Kolkata,Morning,one,Night,Bangalore,Economy,10.67,36,6389
232989,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,36,54608
21402,GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.5,9,14114
188713,Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.33,12,7982
123348,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,25,6294
58730,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,14.92,34,6450
289875,Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Business,11.67,41,57920
102628,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,49,3012
223093,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Business,8.83,20,76684
293993,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,8.08,13,60260
113165,AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,31,1714
143832,Air_India,AI-747,Kolkata,Night,one,Night,Hyderabad,Economy,21.0,14,10374
6326,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,32,5355
121773,GO_FIRST,G8-125,Kolkata,Evening,one,Morning,Delhi,Economy,12.5,16,5241
291440,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,19,49553
289984,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,8.33,43,57920
167242,Vistara,UK-876,Hyderabad,Night,one,Early_Morning,Bangalore,Economy,10.25,19,5441
64913,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.17,21,4556
197291,Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Economy,8.42,44,4755
135261,Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Economy,13.25,47,8938
9428,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,47,2476
93028,Air_India,AI-9517,Bangalore,Evening,one,Afternoon,Delhi,Economy,17.5,45,3685
205324,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,13.0,34,4086
29298,Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,6,11310
44970,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,7.17,12,13818
244771,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Business,12.33,48,61933
290283,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,12.17,48,60160
204990,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Economy,5.25,30,6032
24841,Indigo,6E-181,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,6.75,28,6008
281143,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Business,8.0,18,38099
178519,Indigo,6E-6151,Hyderabad,Morning,zero,Morning,Chennai,Economy,1.33,28,1788
88785,Indigo,6E-6257,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.75,25,3788
7607,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,38,5702
263663,Air_India,AI-526,Kolkata,Evening,one,Evening,Delhi,Business,23.5,44,43910
260814,Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Business,11.17,41,44280
159055,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,6,10248
2434,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,14,10050
275185,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,13.42,10,54115
118120,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,26.17,32,4672
134119,SpiceJet,SG-337,Kolkata,Morning,one,Night,Mumbai,Economy,14.58,41,5525
92893,GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,7.58,44,4250
74313,Indigo,6E-5202,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,3.42,29,5361
182554,SpiceJet,SG-4010,Chennai,Morning,one,Late_Night,Delhi,Economy,16.25,18,4048
176230,AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Kolkata,Economy,11.25,49,2056
14950,Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.08,26,3671
23950,Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,23,5805
39571,SpiceJet,SG-8157,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,25.67,29,4149
92886,Vistara,UK-820,Bangalore,Evening,zero,Night,Delhi,Economy,2.67,44,4502
261457,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Business,11.5,5,53743
95441,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,6.0,10,14150
162311,Air_India,AI-541,Hyderabad,Evening,one,Night,Mumbai,Economy,5.92,28,4363
139693,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Night,Bangalore,Economy,10.0,31,3862
203573,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Economy,24.42,13,8391
31122,Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.17,20,6074
176349,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,Economy,20.5,1,16738
265957,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,9.33,30,50271
278969,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,6.33,29,45883
261594,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,16.67,7,57939
263465,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,13.75,40,66063
102613,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,6.08,49,2203
213293,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,18,52522
15446,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,28,4205
19673,Air_India,AI-861,Delhi,Evening,two_or_more,Morning,Bangalore,Economy,18.42,47,5651
206406,Air_India,AI-440,Chennai,Early_Morning,one,Morning,Hyderabad,Economy,26.83,46,3979
215782,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,49,42457
103342,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.92,6,12634
234475,Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,6,69997
140009,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Bangalore,Economy,11.5,33,3862
79989,Indigo,6E-5208,Mumbai,Evening,one,Night,Chennai,Economy,4.92,21,4069
145114,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,21.0,25,4724
27288,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,41,6395
151117,Indigo,6E-512,Kolkata,Afternoon,one,Evening,Chennai,Economy,6.08,34,4170
112974,Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6.0,29,6200
292042,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,28,49553
232200,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,27,54608
75558,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11.5,37,7498
196435,GO_FIRST,G8-304,Chennai,Afternoon,one,Evening,Bangalore,Economy,5.92,34,4612
278656,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.08,24,51058
203837,Indigo,6E-7185,Chennai,Morning,one,Afternoon,Hyderabad,Economy,4.17,16,4202
160741,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,18,4660
69183,Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,22.08,43,5685
195662,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.08,25,6437
64901,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,21,4715
219874,Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.42,15,51697
245021,Vistara,UK-850,Bangalore,Evening,one,Evening,Delhi,Business,23.83,4,72425
215764,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,49,32859
75265,Indigo,6E-354,Mumbai,Afternoon,zero,Afternoon,Hyderabad,Economy,1.33,36,2901
236361,Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,29,49725
266528,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Business,7.5,38,50271
249234,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,12.58,8,84633
125407,Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Economy,13.92,37,5969
214821,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,36,54777
120594,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Afternoon,Delhi,Economy,18.33,9,5953
63976,SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,16,5289
281594,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,15.25,25,56702
243897,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Business,8.33,35,61933
40280,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Economy,5.58,33,4979
23846,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,22,7904
285494,Vistara,UK-876,Hyderabad,Night,one,Night,Chennai,Business,25.5,5,41314
200332,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,7.42,26,7081
108207,Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Kolkata,Economy,13.75,39,8913
148122,Air_India,AI-676,Kolkata,Morning,one,Night,Chennai,Economy,13.92,2,16782
130302,AirAsia,I5-2473,Kolkata,Morning,one,Night,Mumbai,Economy,10.75,20,3727
255229,Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Business,11.92,38,60508
42871,Vistara,UK-807,Delhi,Night,two_or_more,Morning,Chennai,Economy,15.17,48,8838
