,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora,Unnamed: 0.1,temp,feels_like,pressure,humidity,wind_speed,clouds_all,weather_description
528,0.0,0.455,0.0,2023-01-23 00:00:00,528.0,5.99,4.44,1029.0,83.0,2.08,1.0,sky is clear
529,0.0,0.305,0.0,2023-01-23 01:00:00,529.0,5.84,4.46,1029.0,83.0,1.89,5.0,sky is clear
530,0.0,0.348,0.0,2023-01-23 02:00:00,530.0,4.99,3.35,1029.0,84.0,2.01,0.0,sky is clear
531,0.0,0.332,0.0,2023-01-23 03:00:00,531.0,3.4,1.53,1029.0,87.0,1.98,1.0,sky is clear
532,0.0,0.285,0.0,2023-01-23 04:00:00,532.0,4.11,2.34,1029.0,88.0,1.99,1.0,sky is clear
533,0.0,0.301,0.0,2023-01-23 05:00:00,533.0,4.0,2.04,1029.0,89.0,2.16,3.0,sky is clear
534,0.0,0.275,0.0,2023-01-23 06:00:00,534.0,3.83,1.85,1028.0,91.0,2.15,5.0,sky is clear
535,0.0,1.683,0.0,2023-01-23 07:00:00,535.0,3.12,1.0,1028.0,91.0,2.17,4.0,sky is clear
536,0.23,0.0,0.133,2023-01-23 08:00:00,536.0,3.83,1.81,1028.0,91.0,2.19,3.0,sky is clear
537,0.0,0.0,0.299,2023-01-23 09:00:00,537.0,6.55,4.49,1028.0,63.0,2.82,0.0,sky is clear
538,0.0,0.0,0.294,2023-01-23 10:00:00,538.0,7.89,6.45,1028.0,57.0,2.34,0.0,sky is clear
539,0.0,0.0,0.3,2023-01-23 11:00:00,539.0,9.42,8.62,1028.0,56.0,1.88,0.0,sky is clear
540,0.0,0.0,0.301,2023-01-23 12:00:00,540.0,10.7,9.13,1027.0,50.0,1.79,0.0,sky is clear
541,0.0,0.0,0.37,2023-01-23 13:00:00,541.0,11.21,9.48,1027.0,42.0,1.51,6.0,sky is clear
542,0.0,0.0,0.295,2023-01-23 14:00:00,542.0,11.33,9.64,1026.0,43.0,1.28,16.0,few clouds
543,0.0,0.0,0.307,2023-01-23 15:00:00,543.0,11.84,10.05,1025.0,37.0,1.39,0.0,sky is clear
544,0.152,0.0,0.136,2023-01-23 16:00:00,544.0,11.77,9.94,1025.0,36.0,1.6,0.0,sky is clear
545,0.453,0.0,0.001,2023-01-23 17:00:00,545.0,11.09,9.33,1025.0,41.0,1.82,0.0,sky is clear
546,0.368,0.0,0.0,2023-01-23 18:00:00,546.0,7.95,6.43,1025.0,51.0,2.45,0.0,sky is clear
547,1.346,0.0,0.0,2023-01-23 19:00:00,547.0,6.82,5.08,1025.0,63.0,2.47,0.0,sky is clear
548,0.444,0.0,0.0,2023-01-23 20:00:00,548.0,5.49,3.41,1025.0,65.0,2.59,0.0,sky is clear
549,0.369,0.0,0.0,2023-01-23 21:00:00,549.0,4.52,2.48,1025.0,68.0,2.33,0.0,sky is clear
550,0.0,0.419,0.0,2023-01-23 22:00:00,550.0,4.89,2.99,1026.0,65.0,2.25,0.0,sky is clear
551,0.0,0.31,0.0,2023-01-23 23:00:00,551.0,5.47,3.5,1026.0,67.0,2.45,0.0,sky is clear
552,0.0,0.351,0.0,2023-01-24 00:00:00,552.0,4.65,2.59,1026.0,69.0,2.38,0.0,sky is clear
553,0.0,0.376,0.0,2023-01-24 01:00:00,553.0,3.28,0.92,1026.0,71.0,2.44,0.0,sky is clear
554,0.0,0.373,0.0,2023-01-24 02:00:00,554.0,2.42,0.02,1026.0,76.0,2.32,0.0,sky is clear
555,0.0,0.351,0.0,2023-01-24 03:00:00,555.0,3.08,0.91,1027.0,78.0,2.21,0.0,sky is clear
556,0.0,0.361,0.0,2023-01-24 04:00:00,556.0,1.78,-0.73,1027.0,81.0,2.32,0.0,sky is clear
557,0.0,0.339,0.0,2023-01-24 05:00:00,557.0,2.37,-0.11,1027.0,81.0,2.39,1.0,sky is clear
558,0.0,0.362,0.0,2023-01-24 06:00:00,558.0,3.01,0.73,1027.0,82.0,2.3,0.0,sky is clear
559,0.0,1.157,0.0,2023-01-24 07:00:00,559.0,2.26,-0.11,1027.0,83.0,2.26,0.0,sky is clear
560,0.291,0.0,0.171,2023-01-24 08:00:00,560.0,3.2,0.98,1027.0,84.0,2.28,0.0,sky is clear
561,0.0,0.0,0.305,2023-01-24 09:00:00,561.0,5.67,3.36,1028.0,61.0,2.93,0.0,sky is clear
562,0.0,0.0,0.355,2023-01-24 10:00:00,562.0,7.67,6.33,1028.0,59.0,2.17,0.0,sky is clear
563,0.0,0.0,0.347,2023-01-24 11:00:00,563.0,8.78,8.78,1028.0,57.0,1.31,0.0,sky is clear
564,0.0,0.0,0.358,2023-01-24 12:00:00,564.0,10.08,8.5,1027.0,52.0,0.99,0.0,sky is clear
565,0.0,0.0,0.364,2023-01-24 13:00:00,565.0,11.11,9.66,1027.0,53.0,0.58,0.0,sky is clear
566,0.0,0.0,0.341,2023-01-24 14:00:00,566.0,11.82,10.34,1026.0,49.0,0.12,1.0,sky is clear
567,0.0,0.0,0.356,2023-01-24 15:00:00,567.0,11.84,10.36,1026.0,49.0,0.61,3.0,sky is clear
568,0.185,0.0,0.149,2023-01-24 16:00:00,568.0,11.79,10.43,1026.0,54.0,0.62,4.0,sky is clear
569,0.534,0.0,0.001,2023-01-24 17:00:00,569.0,11.18,9.79,1026.0,55.0,0.88,3.0,sky is clear
570,2.337,0.0,0.0,2023-01-24 18:00:00,570.0,8.1,7.06,1026.0,65.0,1.91,3.0,sky is clear
571,2.198,0.0,0.0,2023-01-24 19:00:00,571.0,6.96,5.45,1027.0,68.0,2.22,3.0,sky is clear
572,0.647,0.0,0.0,2023-01-24 20:00:00,572.0,6.93,5.34,1027.0,77.0,2.31,6.0,sky is clear
573,0.516,0.0,0.0,2023-01-24 21:00:00,573.0,5.32,3.29,1027.0,80.0,2.49,5.0,sky is clear
574,0.0,0.469,0.0,2023-01-24 22:00:00,574.0,6.06,4.23,1028.0,81.0,2.41,3.0,sky is clear
575,0.0,0.418,0.0,2023-01-24 23:00:00,575.0,6.09,4.61,1028.0,78.0,2.03,4.0,sky is clear
576,0.0,0.394,0.0,2023-01-25 00:00:00,576.0,4.08,2.49,1028.0,82.0,1.83,9.0,sky is clear
577,0.0,0.378,0.0,2023-01-25 01:00:00,577.0,5.46,4.18,1029.0,78.0,1.74,6.0,sky is clear
578,0.0,0.307,0.0,2023-01-25 02:00:00,578.0,4.67,3.28,1029.0,83.0,1.73,4.0,sky is clear
579,0.0,0.327,0.0,2023-01-25 03:00:00,579.0,3.87,2.2,1029.0,83.0,1.87,6.0,sky is clear
580,0.0,0.295,0.0,2023-01-25 04:00:00,580.0,3.28,1.28,1029.0,84.0,2.08,3.0,sky is clear
581,0.0,0.328,0.0,2023-01-25 05:00:00,581.0,3.85,1.96,1029.0,86.0,2.06,8.0,sky is clear
582,0.0,0.277,0.0,2023-01-25 06:00:00,582.0,3.72,1.72,1029.0,86.0,2.15,8.0,sky is clear
583,0.0,1.083,0.0,2023-01-25 07:00:00,583.0,3.59,1.53,1030.0,87.0,2.19,8.0,sky is clear
584,0.273,0.0,0.137,2023-01-25 08:00:00,584.0,3.52,1.57,1030.0,87.0,2.07,9.0,sky is clear
585,0.0,0.0,0.287,2023-01-25 09:00:00,585.0,5.61,3.55,1031.0,72.0,2.59,8.0,sky is clear
586,0.0,0.0,0.31,2023-01-25 10:00:00,586.0,6.74,5.42,1031.0,66.0,1.97,4.0,sky is clear
587,0.298,0.0,0.613,2023-01-25 11:00:00,587.0,7.92,7.07,1032.0,62.0,1.69,2.0,sky is clear
588,0.405,0.0,0.648,2023-01-25 12:00:00,588.0,9.51,8.87,1031.0,57.0,1.72,0.0,sky is clear
589,0.0,0.0,0.277,2023-01-25 13:00:00,589.0,10.19,8.75,1031.0,57.0,1.31,0.0,sky is clear
590,0.023,0.0,0.581,2023-01-25 14:00:00,590.0,11.29,9.83,1030.0,52.0,1.05,0.0,sky is clear
591,0.155,0.0,0.401,2023-01-25 15:00:00,591.0,11.32,9.92,1029.0,54.0,1.71,0.0,sky is clear
592,0.176,0.0,0.155,2023-01-25 16:00:00,592.0,11.19,9.91,1029.0,59.0,2.2,0.0,sky is clear
593,0.308,0.0,0.003,2023-01-25 17:00:00,593.0,10.61,9.32,1030.0,61.0,1.85,0.0,sky is clear
594,0.564,0.0,0.0,2023-01-25 18:00:00,594.0,8.9,7.75,1030.0,71.0,2.2,0.0,sky is clear
595,0.741,0.0,0.0,2023-01-25 19:00:00,595.0,6.32,4.67,1030.0,73.0,2.26,0.0,sky is clear
596,1.811,0.0,0.0,2023-01-25 20:00:00,596.0,7.67,6.28,1030.0,76.0,2.23,0.0,sky is clear
597,0.539,0.0,0.0,2023-01-25 21:00:00,597.0,7.06,5.64,1030.0,79.0,2.14,0.0,sky is clear
598,0.0,0.401,0.0,2023-01-25 22:00:00,598.0,6.63,4.85,1030.0,82.0,2.48,0.0,sky is clear
599,0.0,0.424,0.0,2023-01-25 23:00:00,599.0,5.88,3.93,1030.0,85.0,2.51,5.0,sky is clear
600,0.0,0.407,0.0,2023-01-26 00:00:00,600.0,5.99,4.42,1030.0,78.0,2.1,9.0,sky is clear
601,0.0,0.394,0.0,2023-01-26 01:00:00,601.0,5.48,3.91,1029.0,81.0,2.02,5.0,sky is clear
602,0.0,0.311,0.0,2023-01-26 02:00:00,602.0,2.75,0.63,1029.0,84.0,2.11,3.0,sky is clear
603,0.0,0.305,0.0,2023-01-26 03:00:00,603.0,1.98,-0.57,1028.0,87.0,2.39,8.0,sky is clear
604,0.0,0.326,0.0,2023-01-26 04:00:00,604.0,4.6,2.36,1028.0,77.0,2.58,92.0,overcast clouds
605,0.0,0.287,0.0,2023-01-26 05:00:00,605.0,4.14,1.6,1027.0,79.0,2.83,91.0,overcast clouds
606,0.0,0.309,0.0,2023-01-26 06:00:00,606.0,4.19,1.41,1027.0,78.0,3.16,94.0,overcast clouds
607,0.0,1.236,0.0,2023-01-26 07:00:00,607.0,4.19,1.25,1027.0,78.0,3.4,76.0,broken clouds
608,0.333,0.0,0.039,2023-01-26 08:00:00,608.0,5.34,3.02,1026.0,77.0,2.86,83.0,broken clouds
609,0.0,0.0,0.293,2023-01-26 09:00:00,609.0,5.36,2.81,1027.0,78.0,3.18,47.0,scattered clouds
610,0.0,0.0,0.295,2023-01-26 10:00:00,610.0,7.21,5.35,1026.0,76.0,2.73,24.0,few clouds
611,0.0,0.0,0.309,2023-01-26 11:00:00,611.0,8.59,6.8,1026.0,74.0,3.03,35.0,scattered clouds
612,0.212,0.0,0.376,2023-01-26 12:00:00,612.0,10.2,9.13,1025.0,71.0,2.86,55.0,broken clouds
613,0.007,0.0,0.29,2023-01-26 13:00:00,613.0,9.71,7.84,1024.0,80.0,3.6,65.0,broken clouds
614,0.392,0.0,0.314,2023-01-26 14:00:00,614.0,10.7,9.91,1022.0,80.0,4.05,77.0,broken clouds
615,0.056,0.0,0.238,2023-01-26 15:00:00,615.0,11.22,10.36,1021.0,75.0,3.92,36.0,scattered clouds
616,0.606,0.0,0.169,2023-01-26 16:00:00,616.0,11.25,10.31,1021.0,72.0,3.78,7.0,sky is clear
617,1.479,0.0,0.003,2023-01-26 17:00:00,617.0,10.76,9.59,1022.0,65.0,3.32,0.0,sky is clear
618,1.577,0.0,0.0,2023-01-26 18:00:00,618.0,9.71,7.82,1022.0,73.0,3.63,0.0,sky is clear
619,1.055,0.0,0.0,2023-01-26 19:00:00,619.0,8.72,6.56,1022.0,75.0,3.74,0.0,sky is clear
620,0.564,0.0,0.0,2023-01-26 20:00:00,620.0,7.92,5.63,1023.0,78.0,3.65,0.0,sky is clear
621,0.721,0.0,0.0,2023-01-26 21:00:00,621.0,7.54,5.3,1023.0,81.0,3.41,0.0,sky is clear
622,0.0,0.595,0.0,2023-01-26 22:00:00,622.0,6.92,4.66,1024.0,83.0,3.24,0.0,sky is clear
623,0.0,0.507,0.0,2023-01-26 23:00:00,623.0,6.77,4.55,1024.0,83.0,3.13,0.0,sky is clear
624,0.0,0.524,0.0,2023-01-27 00:00:00,624.0,6.77,4.75,1024.0,85.0,2.83,0.0,sky is clear
625,0.0,0.556,0.0,2023-01-27 01:00:00,625.0,6.72,4.79,1024.0,85.0,2.69,1.0,sky is clear
626,0.0,0.57,0.0,2023-01-27 02:00:00,626.0,4.56,2.32,1023.0,86.0,2.57,1.0,sky is clear
627,0.0,0.421,0.0,2023-01-27 03:00:00,627.0,5.36,3.3,1023.0,85.0,2.53,3.0,sky is clear
628,0.0,0.308,0.0,2023-01-27 04:00:00,628.0,5.39,3.19,1023.0,85.0,2.71,2.0,sky is clear
629,0.0,0.29,0.0,2023-01-27 05:00:00,629.0,5.33,2.93,1023.0,84.0,2.96,4.0,sky is clear
630,0.0,0.305,0.0,2023-01-27 06:00:00,630.0,3.91,1.11,1023.0,85.0,3.11,6.0,sky is clear
631,0.0,0.893,0.0,2023-01-27 07:00:00,631.0,4.3,1.62,1024.0,84.0,3.06,5.0,sky is clear
632,0.313,0.0,0.173,2023-01-27 08:00:00,632.0,4.3,1.73,1024.0,84.0,2.91,2.0,sky is clear
633,0.0,0.0,0.299,2023-01-27 09:00:00,633.0,6.54,4.1,1024.0,79.0,3.39,0.0,sky is clear
634,0.0,0.0,0.303,2023-01-27 10:00:00,634.0,10.1,8.84,1025.0,64.0,3.91,0.0,sky is clear
635,0.0,0.0,0.316,2023-01-27 11:00:00,635.0,10.2,8.95,1025.0,64.0,4.7,2.0,sky is clear
636,0.001,0.0,0.596,2023-01-27 12:00:00,636.0,11.16,9.79,1024.0,56.0,4.49,2.0,sky is clear
637,0.063,0.0,0.474,2023-01-27 13:00:00,637.0,11.82,10.49,1023.0,55.0,4.77,8.0,sky is clear
638,0.046,0.0,0.401,2023-01-27 14:00:00,638.0,12.41,11.04,1023.0,51.0,5.05,20.0,few clouds
639,0.481,0.0,0.44,2023-01-27 15:00:00,639.0,11.91,10.49,1023.0,51.0,4.98,31.0,scattered clouds
640,0.273,0.0,0.185,2023-01-27 16:00:00,640.0,11.86,10.43,1022.0,51.0,4.13,5.0,sky is clear
641,0.458,0.0,0.009,2023-01-27 17:00:00,641.0,11.28,9.85,1023.0,53.0,3.44,0.0,sky is clear
642,0.493,0.0,0.0,2023-01-27 18:00:00,642.0,10.01,8.71,1023.0,63.0,3.84,0.0,sky is clear
643,0.506,0.0,0.0,2023-01-27 19:00:00,643.0,8.98,6.81,1024.0,64.0,3.87,0.0,sky is clear
644,0.612,0.0,0.0,2023-01-27 20:00:00,644.0,8.61,6.46,1024.0,67.0,3.68,0.0,sky is clear
645,0.571,0.0,0.0,2023-01-27 21:00:00,645.0,7.8,5.57,1025.0,69.0,3.49,0.0,sky is clear
646,0.0,0.578,0.0,2023-01-27 22:00:00,646.0,7.05,4.82,1025.0,74.0,3.23,0.0,sky is clear
647,0.0,0.494,0.0,2023-01-27 23:00:00,647.0,7.02,4.97,1025.0,77.0,2.95,0.0,sky is clear
648,0.0,0.595,0.0,2023-01-28 00:00:00,648.0,6.74,4.71,1025.0,78.0,2.83,0.0,sky is clear
649,0.0,0.37,0.0,2023-01-28 01:00:00,649.0,5.76,3.58,1025.0,80.0,2.78,0.0,sky is clear
650,0.0,0.316,0.0,2023-01-28 02:00:00,650.0,4.69,2.4,1025.0,83.0,2.66,0.0,sky is clear
651,0.0,0.315,0.0,2023-01-28 03:00:00,651.0,3.79,1.49,1025.0,85.0,2.47,0.0,sky is clear
652,0.0,0.3,0.0,2023-01-28 04:00:00,652.0,2.99,0.66,1026.0,87.0,2.35,0.0,sky is clear
653,0.0,0.318,0.0,2023-01-28 05:00:00,653.0,2.33,-0.02,1026.0,87.0,2.26,0.0,sky is clear
654,0.0,1.018,0.0,2023-01-28 06:00:00,654.0,4.25,2.21,1026.0,74.0,2.28,0.0,sky is clear
655,0.0,1.364,0.0,2023-01-28 07:00:00,655.0,4.4,2.34,1026.0,74.0,2.33,0.0,sky is clear
656,0.124,0.0,0.179,2023-01-28 08:00:00,656.0,3.75,1.52,1026.0,89.0,2.39,0.0,sky is clear
657,0.062,0.0,0.444,2023-01-28 09:00:00,657.0,6.0,3.64,1027.0,68.0,3.09,0.0,sky is clear
658,0.11,0.0,0.459,2023-01-28 10:00:00,658.0,7.19,5.27,1027.0,65.0,2.8,0.0,sky is clear
659,0.213,0.0,0.652,2023-01-28 11:00:00,659.0,8.79,7.11,1027.0,62.0,2.91,0.0,sky is clear
660,0.0,0.0,0.315,2023-01-28 12:00:00,660.0,10.59,9.14,1026.0,55.0,2.5,0.0,sky is clear
661,0.0,0.0,0.305,2023-01-28 13:00:00,661.0,12.04,10.63,1025.0,51.0,1.9,0.0,sky is clear
662,0.758,0.0,0.408,2023-01-28 14:00:00,662.0,12.33,10.95,1024.0,51.0,2.2,0.0,sky is clear
663,1.328,0.0,0.544,2023-01-28 15:00:00,663.0,11.85,10.47,1024.0,53.0,3.06,1.0,sky is clear
664,0.478,0.0,0.182,2023-01-28 16:00:00,664.0,11.9,10.56,1024.0,54.0,3.07,25.0,scattered clouds
665,0.553,0.0,0.002,2023-01-28 17:00:00,665.0,11.8,10.52,1024.0,57.0,2.45,17.0,few clouds
666,0.902,0.0,0.0,2023-01-28 18:00:00,666.0,9.79,8.32,1024.0,62.0,2.89,1.0,sky is clear
667,2.183,0.0,0.0,2023-01-28 19:00:00,667.0,8.02,5.93,1025.0,66.0,3.33,0.0,sky is clear
668,1.155,0.0,0.0,2023-01-28 20:00:00,668.0,8.08,5.9,1025.0,67.0,3.51,0.0,sky is clear
669,0.71,0.0,0.0,2023-01-28 21:00:00,669.0,8.18,6.33,1026.0,67.0,3.0,0.0,sky is clear
670,0.0,1.683,0.0,2023-01-28 22:00:00,670.0,6.76,4.76,1026.0,73.0,2.8,2.0,sky is clear
671,0.0,0.916,0.0,2023-01-28 23:00:00,671.0,5.56,3.31,1026.0,75.0,2.82,3.0,sky is clear
672,0.0,0.557,0.0,2023-01-29 00:00:00,672.0,5.05,2.73,1026.0,76.0,2.78,2.0,sky is clear
673,0.0,0.41,0.0,2023-01-29 01:00:00,673.0,5.05,2.77,1026.0,78.0,2.73,2.0,sky is clear
674,0.0,0.325,0.0,2023-01-29 02:00:00,674.0,5.79,3.77,1026.0,79.0,2.58,1.0,sky is clear
675,0.0,0.331,0.0,2023-01-29 03:00:00,675.0,4.82,2.69,1026.0,80.0,2.5,1.0,sky is clear
676,0.0,0.366,0.0,2023-01-29 04:00:00,676.0,3.04,0.66,1026.0,81.0,2.41,1.0,sky is clear
677,0.0,0.321,0.0,2023-01-29 05:00:00,677.0,1.22,-1.49,1026.0,83.0,2.41,0.0,sky is clear
678,0.0,0.306,0.0,2023-01-29 06:00:00,678.0,1.04,-1.75,1026.0,83.0,2.46,1.0,sky is clear
679,0.0,1.177,0.0,2023-01-29 07:00:00,679.0,0.93,-1.79,1027.0,84.0,2.37,2.0,sky is clear
680,0.222,0.0,0.176,2023-01-29 08:00:00,680.0,3.6,1.31,1027.0,71.0,2.43,0.0,sky is clear
681,0.13,0.0,0.437,2023-01-29 09:00:00,681.0,5.47,3.17,1028.0,65.0,2.87,1.0,sky is clear
682,0.657,0.0,0.749,2023-01-29 10:00:00,682.0,6.82,5.62,1028.0,64.0,1.87,1.0,sky is clear
683,0.022,0.0,0.606,2023-01-29 11:00:00,683.0,7.92,6.66,1028.0,59.0,2.13,0.0,sky is clear
684,0.794,0.0,0.995,2023-01-29 12:00:00,684.0,9.12,7.79,1028.0,56.0,2.48,0.0,sky is clear
685,0.0,0.0,0.587,2023-01-29 13:00:00,685.0,9.73,8.31,1027.0,52.0,2.8,0.0,sky is clear
686,0.615,0.0,0.448,2023-01-29 14:00:00,686.0,10.32,8.77,1026.0,52.0,2.54,3.0,sky is clear
687,0.469,0.0,0.505,2023-01-29 15:00:00,687.0,10.8,9.24,1025.0,50.0,2.06,46.0,scattered clouds
688,3.381,0.0,0.192,2023-01-29 16:00:00,688.0,10.91,9.31,1025.0,48.0,1.62,44.0,scattered clouds
689,1.893,0.0,0.002,2023-01-29 17:00:00,689.0,10.78,9.17,1026.0,48.0,1.01,23.0,few clouds
690,0.659,0.0,0.0,2023-01-29 18:00:00,690.0,8.78,7.78,1026.0,53.0,1.99,4.0,sky is clear
691,0.568,0.0,0.0,2023-01-29 19:00:00,691.0,6.43,5.13,1026.0,57.0,1.9,2.0,sky is clear
692,1.097,0.0,0.0,2023-01-29 20:00:00,692.0,6.16,5.12,1027.0,67.0,1.62,0.0,sky is clear
693,1.375,0.0,0.0,2023-01-29 21:00:00,693.0,5.34,4.17,1027.0,76.0,1.63,1.0,sky is clear
694,0.0,1.643,0.0,2023-01-29 22:00:00,694.0,4.41,2.92,1028.0,84.0,1.78,13.0,few clouds
695,0.0,1.656,0.0,2023-01-29 23:00:00,695.0,3.57,2.27,1028.0,87.0,1.53,11.0,few clouds
696,0.0,0.557,0.0,2023-01-30 00:00:00,696.0,3.48,2.13,1028.0,87.0,1.56,2.0,sky is clear
697,0.0,0.446,0.0,2023-01-30 01:00:00,697.0,4.15,2.87,1028.0,86.0,1.58,0.0,sky is clear
698,0.0,0.305,0.0,2023-01-30 02:00:00,698.0,5.61,4.37,1028.0,84.0,1.73,0.0,sky is clear
699,0.0,0.29,0.0,2023-01-30 03:00:00,699.0,5.56,4.03,1028.0,84.0,1.99,0.0,sky is clear
700,0.0,0.313,0.0,2023-01-30 04:00:00,700.0,4.73,2.91,1029.0,82.0,2.14,0.0,sky is clear
701,0.0,0.288,0.0,2023-01-30 05:00:00,701.0,4.71,2.78,1029.0,82.0,2.25,2.0,sky is clear
702,0.0,0.313,0.0,2023-01-30 06:00:00,702.0,3.98,1.78,1029.0,82.0,2.4,0.0,sky is clear
703,0.0,2.207,0.0,2023-01-30 07:00:00,703.0,3.98,1.72,1029.0,83.0,2.47,0.0,sky is clear
704,0.321,0.0,0.191,2023-01-30 08:00:00,704.0,3.25,0.85,1030.0,82.0,2.48,1.0,sky is clear
705,0.0,0.0,0.362,2023-01-30 09:00:00,705.0,5.64,3.23,1030.0,66.0,3.06,0.0,sky is clear
706,0.407,0.0,0.446,2023-01-30 10:00:00,706.0,6.81,4.99,1031.0,62.0,2.57,1.0,sky is clear
707,1.307,0.0,0.833,2023-01-30 11:00:00,707.0,7.97,6.21,1031.0,60.0,2.79,1.0,sky is clear
708,0.1,0.0,0.476,2023-01-30 12:00:00,708.0,9.08,7.58,1031.0,54.0,2.73,0.0,sky is clear
709,0.0,0.0,0.302,2023-01-30 13:00:00,709.0,10.3,8.77,1030.0,53.0,2.34,0.0,sky is clear
710,0.302,0.0,0.602,2023-01-30 14:00:00,710.0,10.82,9.32,1029.0,52.0,2.01,0.0,sky is clear
711,0.0,0.0,0.371,2023-01-30 15:00:00,711.0,11.44,9.92,1029.0,49.0,1.67,0.0,sky is clear
712,0.168,0.0,0.191,2023-01-30 16:00:00,712.0,11.42,9.87,1029.0,48.0,1.19,0.0,sky is clear
713,0.275,0.0,0.005,2023-01-30 17:00:00,713.0,11.17,9.65,1030.0,50.0,0.37,0.0,sky is clear
714,0.698,0.0,0.0,2023-01-30 18:00:00,714.0,8.82,8.82,1030.0,50.0,0.98,0.0,sky is clear
715,1.087,0.0,0.0,2023-01-30 19:00:00,715.0,7.12,6.45,1031.0,61.0,1.43,0.0,sky is clear
716,0.468,0.0,0.0,2023-01-30 20:00:00,716.0,6.25,4.93,1031.0,76.0,1.89,0.0,sky is clear
717,0.443,0.0,0.0,2023-01-30 21:00:00,717.0,5.23,3.75,1031.0,82.0,1.89,0.0,sky is clear
718,0.0,0.496,0.0,2023-01-30 22:00:00,718.0,4.41,2.89,1031.0,86.0,1.81,0.0,sky is clear
719,0.0,0.579,0.0,2023-01-30 23:00:00,719.0,4.21,2.76,1032.0,89.0,1.72,0.0,sky is clear
720,0.0,0.573,0.0,2023-01-31 00:00:00,720.0,4.56,3.28,1032.0,90.0,1.63,0.0,sky is clear
721,0.0,0.504,0.0,2023-01-31 01:00:00,721.0,4.38,2.93,1032.0,89.0,1.75,0.0,sky is clear
722,0.0,0.317,0.0,2023-01-31 02:00:00,722.0,3.63,1.95,1032.0,88.0,1.84,0.0,sky is clear
723,0.0,0.322,0.0,2023-01-31 03:00:00,723.0,3.53,1.78,1032.0,89.0,1.89,0.0,sky is clear
724,0.0,0.297,0.0,2023-01-31 04:00:00,724.0,3.53,1.45,1031.0,90.0,2.2,0.0,sky is clear
725,0.0,0.3,0.0,2023-01-31 05:00:00,725.0,3.71,1.38,1032.0,92.0,2.49,17.0,few clouds
726,0.0,0.302,0.0,2023-01-31 06:00:00,726.0,2.79,0.22,1032.0,91.0,2.57,0.0,sky is clear
727,0.0,0.84,0.0,2023-01-31 07:00:00,727.0,2.79,0.13,1032.0,91.0,2.67,0.0,sky is clear
728,0.174,0.0,0.184,2023-01-31 08:00:00,728.0,2.45,-0.24,1032.0,90.0,2.63,0.0,sky is clear
729,0.0,0.0,0.28,2023-01-31 09:00:00,729.0,4.19,1.83,1033.0,87.0,2.63,0.0,sky is clear
730,0.0,0.0,0.283,2023-01-31 10:00:00,730.0,9.5,8.65,1033.0,58.0,1.95,0.0,sky is clear
731,0.617,0.0,0.849,2023-01-31 11:00:00,731.0,10.97,9.64,1033.0,58.0,1.27,0.0,sky is clear
732,0.0,0.0,0.379,2023-01-31 12:00:00,732.0,11.29,10.02,1032.0,59.0,0.47,0.0,sky is clear
733,0.0,0.0,0.295,2023-01-31 13:00:00,733.0,12.4,11.11,1032.0,54.0,0.39,0.0,sky is clear
734,0.488,0.0,0.504,2023-01-31 14:00:00,734.0,13.33,11.89,1031.0,45.0,1.07,0.0,sky is clear
735,0.949,0.0,0.531,2023-01-31 15:00:00,735.0,13.16,11.65,1030.0,43.0,1.42,0.0,sky is clear
736,0.9,0.0,0.188,2023-01-31 16:00:00,736.0,12.79,11.3,1030.0,45.0,1.62,0.0,sky is clear
737,0.279,0.0,0.007,2023-01-31 17:00:00,737.0,12.67,11.25,1030.0,48.0,1.42,0.0,sky is clear
738,0.627,0.0,0.0,2023-01-31 18:00:00,738.0,9.73,8.85,1030.0,66.0,2.03,0.0,sky is clear
739,2.782,0.0,0.0,2023-01-31 19:00:00,739.0,8.0,6.91,1030.0,71.0,1.95,0.0,sky is clear
740,0.716,0.0,0.0,2023-01-31 20:00:00,740.0,7.22,5.81,1030.0,81.0,2.16,0.0,sky is clear
741,0.642,0.0,0.0,2023-01-31 21:00:00,741.0,6.37,4.87,1030.0,83.0,2.1,0.0,sky is clear
742,0.0,1.635,0.0,2023-01-31 22:00:00,742.0,4.97,3.32,1030.0,87.0,2.01,0.0,sky is clear
743,0.0,1.706,0.0,2023-01-31 23:00:00,743.0,5.91,4.47,1030.0,90.0,1.96,0.0,sky is clear
744,0.0,1.65,0.0,2023-02-01 00:00:00,744.0,5.76,4.41,1030.0,89.0,1.85,0.0,sky is clear
745,0.0,0.585,0.0,2023-02-01 01:00:00,745.0,4.28,2.71,1030.0,87.0,1.84,0.0,sky is clear
746,0.0,0.394,0.0,2023-02-01 02:00:00,746.0,4.2,2.45,1029.0,87.0,1.99,0.0,sky is clear
747,0.0,0.325,0.0,2023-02-01 03:00:00,747.0,3.1,1.02,1029.0,89.0,2.12,0.0,sky is clear
748,0.0,0.289,0.0,2023-02-01 04:00:00,748.0,2.52,0.05,1029.0,90.0,2.41,0.0,sky is clear
749,0.0,0.299,0.0,2023-02-01 05:00:00,749.0,3.92,1.39,1029.0,91.0,2.77,7.0,sky is clear
750,0.0,1.803,0.0,2023-02-01 06:00:00,750.0,5.65,3.41,1029.0,91.0,2.83,3.0,sky is clear
751,0.0,1.476,0.0,2023-02-01 07:00:00,751.0,4.94,2.58,1029.0,90.0,2.81,1.0,sky is clear
