,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
529,0.366,0.0,0.0,None,2021-10-21 01:00:00,16.18,16.28,14.72,16.26,1022,93,1.51,100,overcast clouds
530,0.349,0.0,0.0,None,2021-10-21 02:00:00,15.65,15.7,14.72,15.7,1022,93,1.43,99,overcast clouds
531,0.307,0.0,0.0,None,2021-10-21 03:00:00,15.65,15.7,14.72,15.7,1021,93,1.32,90,overcast clouds
532,0.315,0.0,0.0,None,2021-10-21 04:00:00,15.63,15.68,14.72,15.7,1021,93,1.25,83,broken clouds
533,0.314,0.0,0.0,None,2021-10-21 05:00:00,15.6,15.64,13.68,15.7,1022,93,1.45,56,broken clouds
534,0.302,0.0,0.0,None,2021-10-21 06:00:00,14.07,13.96,13.12,15.66,1022,93,1.43,61,broken clouds
535,0.422,0.0,0.0,None,2021-10-21 07:00:00,14.06,13.92,13.12,15.1,1022,92,1.58,43,scattered clouds
536,0.336,0.0,0.136,None,2021-10-21 08:00:00,14.59,14.48,14.45,14.72,1023,91,1.97,37,scattered clouds
537,0.129,0.0,0.317,Medium,2021-10-21 09:00:00,16.2,15.76,14.79,16.26,1023,72,2.58,17,few clouds
538,0.003,0.0,0.395,Medium,2021-10-21 10:00:00,16.28,15.71,16.12,16.77,1024,67,3.07,48,scattered clouds
539,0.0,0.0,0.407,High,2021-10-21 11:00:00,16.9,16.26,15.9,17.88,1023,62,3.32,51,broken clouds
540,0.024,0.0,0.401,High,2021-10-21 12:00:00,17.39,16.78,16.45,17.89,1023,61,3.51,57,broken clouds
541,0.895,0.0,0.47,High,2021-10-21 13:00:00,17.92,17.31,17.01,18.44,1022,59,3.53,79,broken clouds
542,0.04,0.0,0.285,High,2021-10-21 14:00:00,17.97,17.36,17.01,19.54,1022,59,3.82,92,overcast clouds
543,0.187,0.0,0.254,Medium,2021-10-21 15:00:00,18.47,17.94,17.72,18.99,1022,60,4.34,95,overcast clouds
544,0.166,0.0,0.15,Low,2021-10-21 16:00:00,17.36,16.82,16.45,17.88,1022,64,4.41,76,broken clouds
545,0.198,0.0,0.15,None,2021-10-21 17:00:00,16.78,16.26,15.34,17.32,1022,67,3.51,54,broken clouds
546,0.358,0.0,0.006,None,2021-10-21 18:00:00,15.14,14.64,14.45,15.66,1022,74,3.13,28,scattered clouds
547,0.873,0.0,0.0,None,2021-10-21 19:00:00,14.1,13.63,13.68,15.1,1022,79,3.0,10,sky is clear
548,0.818,0.0,0.0,None,2021-10-21 20:00:00,13.52,13.07,12.57,14.54,1022,82,2.94,6,sky is clear
549,0.506,0.0,0.0,None,2021-10-21 21:00:00,12.94,12.48,12.01,13.44,1023,84,2.54,4,sky is clear
550,0.479,0.0,0.0,None,2021-10-21 22:00:00,12.88,12.44,10.9,13.43,1023,85,2.26,7,sky is clear
551,0.366,0.0,0.0,None,2021-10-21 23:00:00,12.38,11.92,12.23,12.72,1023,86,2.14,2,sky is clear
552,0.376,0.0,0.0,None,2021-10-22 00:00:00,11.78,11.26,10.72,12.32,1022,86,2.12,2,sky is clear
553,0.376,0.0,0.0,None,2021-10-22 01:00:00,12.32,11.83,10.9,12.37,1022,85,2.28,2,sky is clear
554,0.372,0.0,0.0,None,2021-10-22 02:00:00,11.77,11.22,10.72,11.82,1022,85,2.1,3,sky is clear
555,0.353,0.0,0.0,None,2021-10-22 03:00:00,11.75,11.15,10.72,11.82,1022,83,1.95,0,sky is clear
556,0.353,0.0,0.0,None,2021-10-22 04:00:00,11.18,10.55,9.72,11.26,1022,84,2.02,0,sky is clear
557,0.265,0.0,0.0,None,2021-10-22 05:00:00,11.12,10.43,8.72,11.26,1022,82,1.94,0,sky is clear
558,0.259,0.0,0.0,None,2021-10-22 06:00:00,11.16,10.42,9.45,11.26,1022,80,1.94,0,sky is clear
559,0.337,0.0,0.0,None,2021-10-22 07:00:00,11.63,10.94,9.45,11.82,1022,80,1.91,0,sky is clear
560,0.272,0.0,0.114,Low,2021-10-22 08:00:00,12.79,12.14,10.57,12.93,1023,77,2.52,0,sky is clear
561,0.027,0.0,0.271,High,2021-10-22 09:00:00,15.03,14.42,11.68,15.15,1023,70,2.22,1,sky is clear
562,0.0,0.0,0.326,High,2021-10-22 10:00:00,16.7,16.2,13.9,16.82,1023,68,2.46,0,sky is clear
563,0.0,0.0,0.324,Very High,2021-10-22 11:00:00,17.88,17.53,15.9,18.99,1023,69,2.02,1,sky is clear
564,0.0,0.0,0.409,Very High,2021-10-22 12:00:00,19.27,18.85,17.57,20.66,1023,61,1.83,0,sky is clear
565,0.008,0.0,0.406,Very High,2021-10-22 13:00:00,20.64,20.01,18.12,22.32,1022,48,1.76,1,sky is clear
566,0.017,0.0,0.468,High,2021-10-22 14:00:00,21.11,20.53,18.72,21.26,1022,48,1.93,1,sky is clear
567,0.0,0.0,0.288,High,2021-10-22 15:00:00,20.67,20.23,19.79,20.7,1021,55,2.17,0,sky is clear
568,0.0,0.0,0.257,Medium,2021-10-22 16:00:00,19.52,19.04,17.72,20.57,1021,58,2.17,0,sky is clear
569,0.107,0.0,0.148,Low,2021-10-22 17:00:00,19.22,18.82,17.72,19.59,1021,62,2.31,0,sky is clear
570,0.293,0.0,0.004,None,2021-10-22 18:00:00,17.81,17.5,15.72,17.93,1021,71,2.53,0,sky is clear
571,0.342,0.0,0.0,None,2021-10-22 19:00:00,16.76,16.45,15.34,16.82,1021,75,2.37,0,sky is clear
572,0.349,0.0,0.0,None,2021-10-22 20:00:00,15.9,15.58,13.68,16.26,1022,78,2.31,0,sky is clear
573,0.34,0.0,0.0,None,2021-10-22 21:00:00,15.29,14.96,12.72,15.7,1022,80,2.42,0,sky is clear
574,0.503,0.0,0.0,None,2021-10-22 22:00:00,15.47,15.11,11.72,15.7,1022,78,2.1,0,sky is clear
575,0.636,0.0,0.0,None,2021-10-22 23:00:00,15.53,15.04,10.9,15.7,1022,73,2.11,0,sky is clear
576,0.395,0.0,0.0,None,2021-10-23 00:00:00,14.88,14.36,9.79,15.15,1022,74,2.08,0,sky is clear
577,0.382,0.0,0.0,None,2021-10-23 01:00:00,14.85,14.32,9.79,15.15,1022,74,2.01,0,sky is clear
578,0.417,0.0,0.0,None,2021-10-23 02:00:00,14.36,13.81,9.23,14.59,1022,75,2.04,0,sky is clear
579,0.445,0.0,0.0,None,2021-10-23 03:00:00,13.93,13.34,10.72,14.04,1021,75,2.1,0,sky is clear
580,0.39,0.0,0.0,None,2021-10-23 04:00:00,12.05,11.63,8.68,13.34,1021,89,2.34,12,few clouds
581,0.38,0.0,0.0,None,2021-10-23 05:00:00,12.6,12.21,12.32,13.9,1021,88,2.4,11,few clouds
582,0.246,0.0,0.0,None,2021-10-23 06:00:00,13.39,13.11,8.12,13.72,1022,89,2.38,12,few clouds
583,0.249,0.0,0.0,None,2021-10-23 07:00:00,12.78,12.39,8.12,12.88,1022,87,2.25,15,few clouds
584,0.166,0.0,0.099,Low,2021-10-23 08:00:00,14.02,13.23,12.88,14.55,1022,67,2.88,30,scattered clouds
585,0.0,0.0,0.258,Medium,2021-10-23 09:00:00,15.15,14.42,15.01,15.15,1023,65,2.45,28,scattered clouds
586,0.447,0.0,0.467,Medium,2021-10-23 10:00:00,16.8,16.13,15.66,16.82,1023,61,2.2,91,overcast clouds
587,0.139,0.0,0.494,Medium,2021-10-23 11:00:00,18.46,17.95,17.72,18.48,1023,61,2.27,96,overcast clouds
588,0.328,0.0,0.654,High,2021-10-23 12:00:00,19.87,19.48,19.55,20.15,1022,60,1.51,99,overcast clouds
589,0.0,0.0,0.373,High,2021-10-23 13:00:00,19.62,19.13,18.72,21.21,1022,57,1.07,99,overcast clouds
590,0.303,0.0,0.462,Medium,2021-10-23 14:00:00,20.2,19.74,19.45,21.77,1022,56,1.06,100,overcast clouds
591,0.146,0.0,0.396,Medium,2021-10-23 15:00:00,21.01,20.55,16.72,21.26,1021,53,0.97,91,overcast clouds
592,0.179,0.0,0.231,Low,2021-10-23 16:00:00,19.47,19.07,16.72,20.66,1022,61,1.22,63,broken clouds
593,0.351,0.0,0.117,None,2021-10-23 17:00:00,18.49,18.17,17.89,18.99,1022,68,1.46,19,few clouds
594,0.387,0.0,0.015,None,2021-10-23 18:00:00,16.87,16.44,16.45,18.43,1022,70,1.42,2,sky is clear
595,0.402,0.0,0.0,None,2021-10-23 19:00:00,15.74,15.41,15.01,17.32,1022,78,1.0,0,sky is clear
596,0.999,0.0,0.0,None,2021-10-23 20:00:00,15.17,14.78,14.23,15.67,1022,78,1.1,0,sky is clear
597,0.597,0.0,0.0,None,2021-10-23 21:00:00,14.59,14.22,12.57,15.11,1022,81,1.36,0,sky is clear
598,0.429,0.0,0.0,None,2021-10-23 22:00:00,13.83,13.44,9.72,14.04,1023,83,1.2,0,sky is clear
599,0.563,0.0,0.0,None,2021-10-23 23:00:00,13.79,13.44,9.72,14.04,1023,85,1.56,0,sky is clear
600,0.506,0.0,0.0,None,2021-10-24 00:00:00,13.26,12.81,9.72,13.48,1023,83,1.7,0,sky is clear
601,0.478,0.0,0.0,None,2021-10-24 01:00:00,13.46,13.03,9.72,13.48,1023,83,1.75,0,sky is clear
602,0.453,0.0,0.0,None,2021-10-24 02:00:00,13.36,12.97,9.72,13.48,1022,85,1.58,0,sky is clear
603,0.295,0.0,0.0,None,2021-10-24 03:00:00,13.46,13.0,8.72,13.48,1022,82,1.36,43,scattered clouds
604,0.353,0.0,0.0,None,2021-10-24 04:00:00,12.91,12.45,8.72,12.93,1022,84,1.09,61,broken clouds
605,0.302,0.0,0.0,None,2021-10-24 05:00:00,12.3,11.86,9.72,12.37,1022,87,1.18,49,scattered clouds
606,0.3,0.0,0.0,None,2021-10-24 06:00:00,12.37,11.83,7.72,12.37,1023,83,1.05,44,scattered clouds
607,0.307,0.0,0.0,None,2021-10-24 07:00:00,12.93,12.42,9.72,12.93,1023,82,1.14,30,scattered clouds
608,0.167,0.0,0.121,Low,2021-10-24 08:00:00,12.93,12.47,10.72,12.93,1023,84,1.58,5,sky is clear
609,0.088,0.0,0.359,Medium,2021-10-24 09:00:00,16.15,15.65,12.72,16.26,1023,70,1.18,8,sky is clear
610,0.0,0.0,0.334,High,2021-10-24 10:00:00,17.3,16.91,14.0,17.37,1024,70,1.16,28,scattered clouds
611,0.0,0.0,0.321,Very High,2021-10-24 11:00:00,17.93,17.61,17.23,18.43,1024,70,0.72,50,scattered clouds
612,0.0,0.0,0.546,High,2021-10-24 12:00:00,19.07,18.65,17.72,21.77,1024,62,1.27,47,light rain
613,0.192,0.0,0.626,High,2021-10-24 13:00:00,20.03,19.55,17.72,20.67,1023,56,1.41,64,light rain
614,0.546,0.0,0.482,Medium,2021-10-24 14:00:00,20.11,19.43,18.68,21.21,1023,48,1.25,72,light rain
615,0.01,0.0,0.367,Medium,2021-10-24 15:00:00,20.01,19.35,17.72,20.15,1023,49,1.35,86,light rain
616,0.321,0.0,0.154,None,2021-10-24 16:00:00,18.98,18.6,17.01,19.54,1023,64,1.19,93,light rain
617,0.534,0.0,0.065,None,2021-10-24 17:00:00,18.41,18.32,15.34,19.54,1023,77,0.78,89,overcast clouds
618,0.431,0.0,0.0,None,2021-10-24 18:00:00,17.37,17.38,16.12,18.43,1023,85,0.43,75,broken clouds
619,0.961,0.0,0.0,None,2021-10-24 19:00:00,15.72,15.7,15.7,17.32,1023,90,0.09,65,broken clouds
620,0.964,0.0,0.0,None,2021-10-24 20:00:00,15.69,15.69,14.72,16.77,1023,91,0.3,44,scattered clouds
621,0.668,0.0,0.0,None,2021-10-24 21:00:00,15.69,15.72,14.72,16.77,1023,92,0.34,41,scattered clouds
622,1.028,0.0,0.0,None,2021-10-24 22:00:00,15.05,15.01,12.72,15.66,1023,92,0.37,57,broken clouds
623,1.051,0.0,0.0,None,2021-10-24 23:00:00,15.05,15.01,12.72,15.66,1024,92,0.75,59,broken clouds
624,0.468,0.0,0.0,None,2021-10-25 00:00:00,15.09,15.06,13.12,15.66,1023,92,0.85,49,scattered clouds
625,0.391,0.0,0.0,None,2021-10-25 01:00:00,14.57,14.51,13.72,14.59,1023,93,0.72,61,broken clouds
626,0.32,0.0,0.0,None,2021-10-25 02:00:00,14.03,13.92,13.34,14.04,1023,93,0.89,47,scattered clouds
627,0.385,0.0,0.0,None,2021-10-25 03:00:00,13.44,13.27,12.01,13.48,1022,93,1.07,53,broken clouds
628,0.269,0.0,0.0,None,2021-10-25 04:00:00,13.42,13.25,12.01,13.48,1022,93,1.15,54,broken clouds
629,0.254,0.0,0.0,None,2021-10-25 05:00:00,12.91,12.71,11.45,12.93,1022,94,1.18,56,broken clouds
630,0.264,0.0,0.0,None,2021-10-25 06:00:00,13.41,13.23,11.45,13.48,1023,93,1.06,49,scattered clouds
631,0.488,0.0,0.0,None,2021-10-25 07:00:00,12.92,12.7,12.23,12.93,1023,93,1.02,91,overcast clouds
632,0.389,0.0,0.106,Low,2021-10-25 08:00:00,12.92,12.72,12.72,12.93,1023,94,1.39,81,broken clouds
633,0.079,0.0,0.195,Low,2021-10-25 09:00:00,14.56,14.47,12.88,14.59,1024,92,1.01,55,broken clouds
634,0.0,0.0,0.256,Medium,2021-10-25 10:00:00,15.72,15.7,14.45,16.72,1024,90,0.61,29,scattered clouds
635,0.002,0.0,0.253,Medium,2021-10-25 11:00:00,17.12,17.11,16.72,20.1,1024,85,1.02,27,scattered clouds
636,0.0,0.0,0.257,High,2021-10-25 12:00:00,17.92,17.86,17.01,18.34,1023,80,1.54,38,scattered clouds
637,0.0,0.0,0.262,Very High,2021-10-25 13:00:00,19.08,18.92,17.57,20.66,1023,72,2.0,23,few clouds
638,0.0,0.0,0.258,Very High,2021-10-25 14:00:00,20.09,19.8,18.72,20.57,1022,63,2.35,27,scattered clouds
639,0.008,0.0,0.246,High,2021-10-25 15:00:00,20.14,19.88,19.23,20.15,1022,64,2.92,39,scattered clouds
640,0.061,0.0,0.259,Medium,2021-10-25 16:00:00,18.98,18.76,17.72,19.54,1022,70,3.21,21,few clouds
641,0.249,0.0,0.129,Low,2021-10-25 17:00:00,18.39,18.19,16.72,18.48,1022,73,2.4,1,sky is clear
642,1.564,0.0,0.004,None,2021-10-25 18:00:00,17.21,17.0,14.72,17.37,1022,77,2.58,0,sky is clear
643,1.952,0.0,0.0,None,2021-10-25 19:00:00,16.15,15.94,14.45,16.26,1022,81,2.1,1,sky is clear
644,0.66,0.0,0.0,None,2021-10-25 20:00:00,15.57,15.38,13.68,15.7,1023,84,1.67,1,sky is clear
645,0.524,0.0,0.0,None,2021-10-25 21:00:00,14.96,14.73,11.72,15.15,1023,85,1.76,0,sky is clear
646,0.634,0.0,0.0,None,2021-10-25 22:00:00,14.41,14.13,10.72,14.59,1023,85,2.14,0,sky is clear
647,0.613,0.0,0.0,None,2021-10-25 23:00:00,13.91,13.55,10.9,14.04,1023,84,2.0,0,sky is clear
648,0.254,0.0,0.0,None,2021-10-26 00:00:00,14.35,13.82,10.34,14.59,1023,76,1.94,0,sky is clear
649,0.267,0.0,0.0,None,2021-10-26 01:00:00,14.3,13.64,9.72,14.59,1022,71,2.17,4,sky is clear
650,0.312,0.0,0.0,None,2021-10-26 02:00:00,11.91,11.48,11.72,12.32,1022,89,2.04,36,scattered clouds
651,0.248,0.0,0.0,None,2021-10-26 03:00:00,14.48,13.81,11.72,14.59,1022,70,2.04,24,few clouds
652,0.257,0.0,0.0,None,2021-10-26 04:00:00,13.89,13.21,9.72,14.04,1022,72,2.08,12,few clouds
653,0.255,0.0,0.0,None,2021-10-26 05:00:00,9.51,8.52,8.72,13.34,1022,89,2.13,0,sky is clear
654,0.255,0.0,0.0,None,2021-10-26 06:00:00,13.86,13.16,8.72,14.04,1023,71,2.12,0,sky is clear
655,0.363,0.0,0.0,None,2021-10-26 07:00:00,9.43,8.42,8.72,13.34,1023,89,2.13,1,sky is clear
656,0.226,0.0,0.097,Low,2021-10-26 08:00:00,9.64,8.22,8.72,14.55,1023,88,2.77,0,sky is clear
657,0.0,0.0,0.255,Medium,2021-10-26 09:00:00,16.75,16.2,14.72,16.82,1024,66,2.48,0,sky is clear
658,0.0,0.0,0.253,High,2021-10-26 10:00:00,17.92,17.41,16.68,17.93,1023,63,2.3,2,sky is clear
659,0.0,0.0,0.248,Very High,2021-10-26 11:00:00,19.02,18.57,18.34,19.04,1023,61,2.76,0,sky is clear
660,0.027,0.0,0.337,Very High,2021-10-26 12:00:00,20.16,19.72,19.54,20.72,1023,57,2.49,1,sky is clear
661,0.0,0.0,0.271,Very High,2021-10-26 13:00:00,21.28,20.85,20.9,21.78,1023,53,2.2,19,few clouds
662,0.0,0.0,0.335,High,2021-10-26 14:00:00,22.36,21.96,21.21,22.89,1022,50,1.62,41,scattered clouds
663,0.021,0.0,0.315,High,2021-10-26 15:00:00,22.35,21.84,21.21,23.34,1021,46,1.0,40,scattered clouds
664,0.0,0.0,0.258,Medium,2021-10-26 16:00:00,21.73,21.19,19.72,23.34,1021,47,0.46,36,scattered clouds
665,0.144,0.0,0.117,Low,2021-10-26 17:00:00,20.7,20.24,20.11,21.68,1021,54,1.27,61,broken clouds
666,0.202,0.0,0.001,None,2021-10-26 18:00:00,17.65,17.38,15.72,20.1,1022,73,2.27,57,broken clouds
667,0.251,0.0,0.0,None,2021-10-26 19:00:00,15.67,15.33,13.72,17.88,1022,78,2.24,47,scattered clouds
668,0.249,0.0,0.0,None,2021-10-26 20:00:00,14.82,14.66,12.72,17.33,1022,88,2.22,39,scattered clouds
669,0.379,0.0,0.0,None,2021-10-26 21:00:00,14.51,14.31,12.72,16.78,1022,88,2.2,1,sky is clear
670,0.444,0.0,0.0,None,2021-10-26 22:00:00,13.49,13.24,11.72,15.67,1022,90,1.84,57,broken clouds
671,0.527,0.0,0.0,None,2021-10-26 23:00:00,12.81,12.55,10.72,15.11,1022,92,1.67,49,scattered clouds
672,0.431,0.0,0.0,None,2021-10-27 00:00:00,11.76,11.42,10.72,13.99,1022,93,1.75,36,scattered clouds
673,0.304,0.0,0.0,None,2021-10-27 01:00:00,12.95,12.7,12.72,13.43,1022,92,1.9,45,scattered clouds
674,0.268,0.0,0.0,None,2021-10-27 02:00:00,11.41,10.96,10.72,13.9,1021,90,2.01,71,broken clouds
675,0.262,0.0,0.0,None,2021-10-27 03:00:00,10.37,9.81,9.72,13.34,1022,90,2.12,19,few clouds
676,0.247,0.0,0.0,None,2021-10-27 04:00:00,12.42,12.07,11.77,12.79,1021,90,2.15,6,sky is clear
677,0.246,0.0,0.0,None,2021-10-27 05:00:00,12.93,12.6,11.21,13.72,1021,89,2.2,33,scattered clouds
678,0.243,0.0,0.0,None,2021-10-27 06:00:00,12.93,12.58,11.21,13.72,1021,88,2.25,45,scattered clouds
679,0.36,0.0,0.0,None,2021-10-27 07:00:00,8.62,7.45,7.73,13.72,1021,88,2.16,29,scattered clouds
680,0.391,0.0,0.09,Low,2021-10-27 08:00:00,14.63,14.34,12.33,14.72,1022,84,2.54,2,sky is clear
681,0.0,0.0,0.272,Medium,2021-10-27 09:00:00,18.97,18.44,14.55,19.04,1022,58,1.99,9,sky is clear
682,0.0,0.0,0.275,High,2021-10-27 10:00:00,20.07,19.57,16.22,20.15,1022,55,1.11,1,sky is clear
683,0.0,0.0,0.28,Very High,2021-10-27 11:00:00,21.74,21.3,18.44,21.82,1022,51,0.53,7,sky is clear
684,0.015,0.0,0.311,Very High,2021-10-27 12:00:00,22.36,22.04,21.22,22.88,1021,53,0.5,14,few clouds
685,0.0,0.0,0.28,Very High,2021-10-27 13:00:00,23.44,22.99,22.01,23.48,1021,44,0.7,8,sky is clear
686,0.0,0.0,0.324,High,2021-10-27 14:00:00,23.37,22.96,20.72,23.99,1020,46,0.9,0,sky is clear
687,0.006,0.0,0.385,High,2021-10-27 15:00:00,23.32,22.91,20.72,23.48,1020,46,0.95,0,sky is clear
688,0.117,0.0,0.312,Medium,2021-10-27 16:00:00,21.83,21.37,21.22,22.32,1019,50,0.83,0,sky is clear
689,0.312,0.0,0.115,None,2021-10-27 17:00:00,21.13,20.79,18.72,21.26,1019,57,1.05,0,sky is clear
690,0.345,0.0,0.004,None,2021-10-27 18:00:00,18.89,18.48,14.72,20.66,1019,63,0.67,0,sky is clear
691,0.334,0.0,0.0,None,2021-10-27 19:00:00,17.25,16.7,13.72,18.99,1019,64,1.31,0,sky is clear
692,0.399,0.0,0.0,None,2021-10-27 20:00:00,17.14,16.5,12.72,17.37,1019,61,1.76,0,sky is clear
693,0.677,0.0,0.0,None,2021-10-27 21:00:00,16.59,16.0,12.72,16.82,1019,65,1.74,0,sky is clear
694,0.528,0.0,0.0,None,2021-10-27 22:00:00,16.56,16.05,12.01,16.82,1018,68,1.66,0,sky is clear
695,0.438,0.0,0.0,None,2021-10-27 23:00:00,16.15,15.62,12.72,16.26,1018,69,1.08,0,sky is clear
696,0.252,0.0,0.0,None,2021-10-28 00:00:00,15.14,14.64,12.72,15.15,1018,74,0.8,0,sky is clear
697,0.251,0.0,0.0,None,2021-10-28 01:00:00,15.14,14.64,12.32,15.15,1018,74,1.22,1,sky is clear
698,0.251,0.0,0.0,None,2021-10-28 02:00:00,15.14,14.56,11.72,15.15,1018,71,1.62,4,sky is clear
699,0.242,0.0,0.0,None,2021-10-28 03:00:00,8.4,7.79,7.14,11.77,1017,91,1.53,10,sky is clear
700,0.242,0.0,0.0,None,2021-10-28 04:00:00,14.51,13.92,11.12,14.59,1017,73,1.64,10,sky is clear
701,0.242,0.0,0.0,None,2021-10-28 05:00:00,14.04,13.41,10.72,14.04,1016,73,1.88,15,few clouds
702,0.328,0.0,0.0,None,2021-10-28 06:00:00,7.48,6.46,5.93,10.72,1016,92,1.79,61,broken clouds
703,0.459,0.0,0.0,None,2021-10-28 07:00:00,7.72,6.89,5.95,10.72,1016,91,1.64,91,overcast clouds
704,0.271,0.0,0.097,Low,2021-10-28 08:00:00,15.06,14.42,11.12,15.15,1016,69,1.73,98,overcast clouds
705,0.032,0.0,0.222,Medium,2021-10-28 09:00:00,16.82,16.18,13.72,16.82,1016,62,1.92,97,overcast clouds
706,0.0,0.0,0.257,Medium,2021-10-28 10:00:00,17.32,16.73,14.0,17.37,1016,62,2.33,96,overcast clouds
707,0.0,0.0,0.252,High,2021-10-28 11:00:00,18.39,17.9,17.23,18.68,1015,62,3.53,93,overcast clouds
708,0.0,0.0,0.258,Very High,2021-10-28 12:00:00,20.62,20.04,18.72,21.21,1015,50,4.52,98,overcast clouds
709,0.0,0.0,0.252,High,2021-10-28 13:00:00,20.53,20.0,17.72,20.7,1014,52,4.94,100,overcast clouds
710,0.001,0.0,0.252,Medium,2021-10-28 14:00:00,20.52,20.01,17.72,20.7,1013,53,5.51,100,overcast clouds
711,0.259,0.0,0.204,Low,2021-10-28 15:00:00,19.41,18.95,16.72,19.59,1012,59,5.34,99,overcast clouds
712,0.205,0.0,0.117,None,2021-10-28 16:00:00,18.38,17.87,16.72,18.48,1012,61,5.68,100,overcast clouds
713,0.248,0.0,0.016,None,2021-10-28 17:00:00,17.84,17.32,16.68,17.93,1010,63,6.02,100,overcast clouds
714,0.571,0.0,0.0,None,2021-10-28 18:00:00,16.81,16.3,15.9,16.82,1010,67,6.16,100,light rain
715,0.834,0.0,0.0,None,2021-10-28 19:00:00,15.74,15.43,14.23,16.72,1009,79,6.51,100,moderate rain
716,0.803,0.0,0.0,None,2021-10-28 20:00:00,14.16,13.88,13.12,15.72,1009,86,6.27,100,heavy intensity rain
717,0.95,0.0,0.0,None,2021-10-28 21:00:00,13.12,12.86,12.93,15.72,1010,91,5.58,100,heavy intensity rain
718,0.616,0.0,0.0,None,2021-10-28 22:00:00,13.19,12.97,12.93,16.72,1010,92,6.88,100,heavy intensity rain
719,0.572,0.0,0.0,None,2021-10-28 23:00:00,14.59,14.53,14.54,15.01,1009,93,5.38,100,moderate rain
720,0.603,0.0,0.0,None,2021-10-29 00:00:00,15.14,15.14,13.99,15.72,1009,93,4.6,100,light rain
721,0.284,0.0,0.0,None,2021-10-29 01:00:00,15.09,15.08,13.99,15.15,1009,93,4.3,100,light rain
722,0.251,0.0,0.0,None,2021-10-29 02:00:00,15.13,15.13,14.54,15.15,1008,93,4.39,100,moderate rain
723,0.253,0.0,0.0,None,2021-10-29 03:00:00,15.72,15.78,14.54,16.72,1008,93,3.76,100,light rain
724,0.249,0.0,0.0,None,2021-10-29 04:00:00,16.21,16.31,15.34,16.26,1008,93,2.94,100,light rain
725,0.241,0.0,0.0,None,2021-10-29 05:00:00,15.63,15.68,14.45,15.7,1008,93,2.21,100,light rain
726,0.242,0.0,0.0,None,2021-10-29 06:00:00,14.59,14.53,13.9,14.72,1008,93,1.86,100,light rain
727,0.302,0.0,0.0,None,2021-10-29 07:00:00,14.53,14.49,13.68,14.59,1009,94,1.46,100,overcast clouds
728,0.554,0.0,0.011,None,2021-10-29 08:00:00,14.57,14.54,13.68,14.72,1009,94,1.28,100,light rain
729,0.143,0.0,0.111,None,2021-10-29 09:00:00,14.63,14.58,13.99,15.72,1010,93,1.63,100,overcast clouds
730,0.19,0.0,0.14,Low,2021-10-29 10:00:00,14.63,14.58,14.59,15.67,1010,93,1.74,100,overcast clouds
731,0.203,0.0,0.179,Low,2021-10-29 11:00:00,14.65,14.6,14.59,16.12,1010,93,2.83,100,light rain
732,0.112,0.0,0.2,Low,2021-10-29 12:00:00,14.72,14.68,14.59,16.77,1008,93,3.83,100,light rain
733,0.041,0.0,0.212,Low,2021-10-29 13:00:00,15.78,15.84,15.34,16.77,1008,93,4.12,100,light rain
734,0.118,0.0,0.132,None,2021-10-29 14:00:00,14.7,14.63,14.59,16.21,1007,92,4.08,100,light rain
735,0.191,0.0,0.067,None,2021-10-29 15:00:00,15.13,15.05,13.9,15.66,1006,90,5.75,100,light rain
736,0.232,0.0,0.027,None,2021-10-29 16:00:00,14.06,13.92,13.34,14.79,1005,92,5.27,100,moderate rain
737,0.239,0.0,0.013,None,2021-10-29 17:00:00,13.54,13.38,13.43,14.72,1003,93,5.03,100,moderate rain
738,0.546,0.0,0.0,None,2021-10-29 18:00:00,13.48,13.31,13.34,14.0,1002,93,5.7,100,moderate rain
739,0.642,0.0,0.0,None,2021-10-29 19:00:00,13.62,13.47,13.48,15.72,1000,93,6.89,100,heavy intensity rain
740,0.387,0.0,0.0,None,2021-10-29 20:00:00,16.26,16.37,15.66,17.23,999,93,6.77,100,heavy intensity rain
741,0.399,0.0,0.0,None,2021-10-29 21:00:00,18.94,19.32,15.34,19.04,999,93,6.94,100,heavy intensity rain
742,0.476,0.0,0.0,None,2021-10-29 22:00:00,19.46,19.89,17.32,19.59,997,93,11.1,100,moderate rain
743,1.342,0.0,0.0,None,2021-10-29 23:00:00,19.48,19.91,17.88,19.59,998,93,10.02,100,moderate rain
744,0.528,0.0,0.0,None,2021-10-30 00:00:00,17.9,18.17,17.23,18.68,999,93,7.25,100,moderate rain
745,0.404,0.0,0.0,None,2021-10-30 01:00:00,16.81,16.97,16.12,16.82,1000,93,4.67,89,light rain
746,0.308,0.0,0.0,None,2021-10-30 02:00:00,15.72,15.78,15.01,16.72,1002,93,3.44,97,light rain
747,0.308,0.0,0.0,None,2021-10-30 03:00:00,15.72,15.78,15.01,16.72,1002,93,1.83,96,overcast clouds
748,0.395,0.0,0.0,None,2021-10-30 04:00:00,15.68,15.73,15.01,15.72,1003,93,1.45,97,overcast clouds
749,0.309,0.0,0.0,None,2021-10-30 05:00:00,15.68,15.73,14.79,15.72,1004,93,1.33,100,overcast clouds
750,0.307,0.0,0.0,None,2021-10-30 06:00:00,15.13,15.13,14.54,15.15,1005,93,1.17,100,overcast clouds
