,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora
515,0.0,0.0,0.44,2023-01-22 11:00:00
516,0.478,0.0,0.91,2023-01-22 12:00:00
517,0.944,0.0,0.887,2023-01-22 13:00:00
518,0.002,0.0,0.504,2023-01-22 14:00:00
519,0.0,0.0,0.353,2023-01-22 15:00:00
520,1.355,0.0,0.09,2023-01-22 16:00:00
521,0.582,0.0,0.0,2023-01-22 17:00:00
522,1.569,0.0,0.0,2023-01-22 18:00:00
523,1.84,0.0,0.0,2023-01-22 19:00:00
524,0.55,0.0,0.0,2023-01-22 20:00:00
525,0.385,0.0,0.0,2023-01-22 21:00:00
526,0.0,0.342,0.0,2023-01-22 22:00:00
527,0.0,0.465,0.0,2023-01-22 23:00:00
528,0.0,0.455,0.0,2023-01-23 00:00:00
529,0.0,0.305,0.0,2023-01-23 01:00:00
530,0.0,0.348,0.0,2023-01-23 02:00:00
531,0.0,0.332,0.0,2023-01-23 03:00:00
532,0.0,0.285,0.0,2023-01-23 04:00:00
533,0.0,0.301,0.0,2023-01-23 05:00:00
534,0.0,0.275,0.0,2023-01-23 06:00:00
535,0.0,1.683,0.0,2023-01-23 07:00:00
536,0.23,0.0,0.133,2023-01-23 08:00:00
537,0.0,0.0,0.299,2023-01-23 09:00:00
538,0.0,0.0,0.294,2023-01-23 10:00:00
539,0.0,0.0,0.3,2023-01-23 11:00:00
540,0.0,0.0,0.301,2023-01-23 12:00:00
541,0.0,0.0,0.37,2023-01-23 13:00:00
542,0.0,0.0,0.295,2023-01-23 14:00:00
543,0.0,0.0,0.307,2023-01-23 15:00:00
544,0.152,0.0,0.136,2023-01-23 16:00:00
545,0.453,0.0,0.001,2023-01-23 17:00:00
546,0.368,0.0,0.0,2023-01-23 18:00:00
547,1.346,0.0,0.0,2023-01-23 19:00:00
548,0.444,0.0,0.0,2023-01-23 20:00:00
549,0.369,0.0,0.0,2023-01-23 21:00:00
550,0.0,0.419,0.0,2023-01-23 22:00:00
551,0.0,0.31,0.0,2023-01-23 23:00:00
552,0.0,0.351,0.0,2023-01-24 00:00:00
553,0.0,0.376,0.0,2023-01-24 01:00:00
554,0.0,0.373,0.0,2023-01-24 02:00:00
555,0.0,0.351,0.0,2023-01-24 03:00:00
556,0.0,0.361,0.0,2023-01-24 04:00:00
557,0.0,0.339,0.0,2023-01-24 05:00:00
558,0.0,0.362,0.0,2023-01-24 06:00:00
559,0.0,1.157,0.0,2023-01-24 07:00:00
560,0.291,0.0,0.171,2023-01-24 08:00:00
561,0.0,0.0,0.305,2023-01-24 09:00:00
562,0.0,0.0,0.355,2023-01-24 10:00:00
563,0.0,0.0,0.347,2023-01-24 11:00:00
564,0.0,0.0,0.358,2023-01-24 12:00:00
565,0.0,0.0,0.364,2023-01-24 13:00:00
566,0.0,0.0,0.341,2023-01-24 14:00:00
567,0.0,0.0,0.356,2023-01-24 15:00:00
568,0.185,0.0,0.149,2023-01-24 16:00:00
569,0.534,0.0,0.001,2023-01-24 17:00:00
570,2.337,0.0,0.0,2023-01-24 18:00:00
571,2.198,0.0,0.0,2023-01-24 19:00:00
572,0.647,0.0,0.0,2023-01-24 20:00:00
573,0.516,0.0,0.0,2023-01-24 21:00:00
574,0.0,0.469,0.0,2023-01-24 22:00:00
575,0.0,0.418,0.0,2023-01-24 23:00:00
576,0.0,0.394,0.0,2023-01-25 00:00:00
577,0.0,0.378,0.0,2023-01-25 01:00:00
578,0.0,0.307,0.0,2023-01-25 02:00:00
579,0.0,0.327,0.0,2023-01-25 03:00:00
580,0.0,0.295,0.0,2023-01-25 04:00:00
581,0.0,0.328,0.0,2023-01-25 05:00:00
582,0.0,0.277,0.0,2023-01-25 06:00:00
583,0.0,1.083,0.0,2023-01-25 07:00:00
584,0.273,0.0,0.137,2023-01-25 08:00:00
585,0.0,0.0,0.287,2023-01-25 09:00:00
586,0.0,0.0,0.31,2023-01-25 10:00:00
587,0.298,0.0,0.613,2023-01-25 11:00:00
588,0.405,0.0,0.648,2023-01-25 12:00:00
589,0.0,0.0,0.277,2023-01-25 13:00:00
590,0.023,0.0,0.581,2023-01-25 14:00:00
591,0.155,0.0,0.401,2023-01-25 15:00:00
592,0.176,0.0,0.155,2023-01-25 16:00:00
593,0.308,0.0,0.003,2023-01-25 17:00:00
594,0.564,0.0,0.0,2023-01-25 18:00:00
595,0.741,0.0,0.0,2023-01-25 19:00:00
596,1.811,0.0,0.0,2023-01-25 20:00:00
597,0.539,0.0,0.0,2023-01-25 21:00:00
598,0.0,0.401,0.0,2023-01-25 22:00:00
599,0.0,0.424,0.0,2023-01-25 23:00:00
600,0.0,0.407,0.0,2023-01-26 00:00:00
601,0.0,0.394,0.0,2023-01-26 01:00:00
602,0.0,0.311,0.0,2023-01-26 02:00:00
603,0.0,0.305,0.0,2023-01-26 03:00:00
604,0.0,0.326,0.0,2023-01-26 04:00:00
605,0.0,0.287,0.0,2023-01-26 05:00:00
606,0.0,0.309,0.0,2023-01-26 06:00:00
607,0.0,1.236,0.0,2023-01-26 07:00:00
608,0.333,0.0,0.039,2023-01-26 08:00:00
609,0.0,0.0,0.293,2023-01-26 09:00:00
610,0.0,0.0,0.295,2023-01-26 10:00:00
611,0.0,0.0,0.309,2023-01-26 11:00:00
612,0.212,0.0,0.376,2023-01-26 12:00:00
613,0.007,0.0,0.29,2023-01-26 13:00:00
614,0.392,0.0,0.314,2023-01-26 14:00:00
615,0.056,0.0,0.238,2023-01-26 15:00:00
616,0.606,0.0,0.169,2023-01-26 16:00:00
617,1.479,0.0,0.003,2023-01-26 17:00:00
618,1.577,0.0,0.0,2023-01-26 18:00:00
619,1.055,0.0,0.0,2023-01-26 19:00:00
620,0.564,0.0,0.0,2023-01-26 20:00:00
621,0.721,0.0,0.0,2023-01-26 21:00:00
622,0.0,0.595,0.0,2023-01-26 22:00:00
623,0.0,0.507,0.0,2023-01-26 23:00:00
624,0.0,0.524,0.0,2023-01-27 00:00:00
625,0.0,0.556,0.0,2023-01-27 01:00:00
626,0.0,0.57,0.0,2023-01-27 02:00:00
627,0.0,0.421,0.0,2023-01-27 03:00:00
628,0.0,0.308,0.0,2023-01-27 04:00:00
629,0.0,0.29,0.0,2023-01-27 05:00:00
630,0.0,0.305,0.0,2023-01-27 06:00:00
631,0.0,0.893,0.0,2023-01-27 07:00:00
632,0.313,0.0,0.173,2023-01-27 08:00:00
633,0.0,0.0,0.299,2023-01-27 09:00:00
634,0.0,0.0,0.303,2023-01-27 10:00:00
635,0.0,0.0,0.316,2023-01-27 11:00:00
636,0.001,0.0,0.596,2023-01-27 12:00:00
637,0.063,0.0,0.474,2023-01-27 13:00:00
638,0.046,0.0,0.401,2023-01-27 14:00:00
639,0.481,0.0,0.44,2023-01-27 15:00:00
640,0.273,0.0,0.185,2023-01-27 16:00:00
641,0.458,0.0,0.009,2023-01-27 17:00:00
642,0.493,0.0,0.0,2023-01-27 18:00:00
643,0.506,0.0,0.0,2023-01-27 19:00:00
644,0.612,0.0,0.0,2023-01-27 20:00:00
645,0.571,0.0,0.0,2023-01-27 21:00:00
646,0.0,0.578,0.0,2023-01-27 22:00:00
647,0.0,0.494,0.0,2023-01-27 23:00:00
648,0.0,0.595,0.0,2023-01-28 00:00:00
649,0.0,0.37,0.0,2023-01-28 01:00:00
650,0.0,0.316,0.0,2023-01-28 02:00:00
651,0.0,0.315,0.0,2023-01-28 03:00:00
652,0.0,0.3,0.0,2023-01-28 04:00:00
653,0.0,0.318,0.0,2023-01-28 05:00:00
654,0.0,1.018,0.0,2023-01-28 06:00:00
655,0.0,1.364,0.0,2023-01-28 07:00:00
656,0.124,0.0,0.179,2023-01-28 08:00:00
657,0.062,0.0,0.444,2023-01-28 09:00:00
658,0.11,0.0,0.459,2023-01-28 10:00:00
659,0.213,0.0,0.652,2023-01-28 11:00:00
660,0.0,0.0,0.315,2023-01-28 12:00:00
661,0.0,0.0,0.305,2023-01-28 13:00:00
662,0.758,0.0,0.408,2023-01-28 14:00:00
663,1.328,0.0,0.544,2023-01-28 15:00:00
664,0.478,0.0,0.182,2023-01-28 16:00:00
665,0.553,0.0,0.002,2023-01-28 17:00:00
666,0.902,0.0,0.0,2023-01-28 18:00:00
667,2.183,0.0,0.0,2023-01-28 19:00:00
668,1.155,0.0,0.0,2023-01-28 20:00:00
669,0.71,0.0,0.0,2023-01-28 21:00:00
670,0.0,1.683,0.0,2023-01-28 22:00:00
671,0.0,0.916,0.0,2023-01-28 23:00:00
672,0.0,0.557,0.0,2023-01-29 00:00:00
673,0.0,0.41,0.0,2023-01-29 01:00:00
674,0.0,0.325,0.0,2023-01-29 02:00:00
675,0.0,0.331,0.0,2023-01-29 03:00:00
676,0.0,0.366,0.0,2023-01-29 04:00:00
677,0.0,0.321,0.0,2023-01-29 05:00:00
678,0.0,0.306,0.0,2023-01-29 06:00:00
679,0.0,1.177,0.0,2023-01-29 07:00:00
680,0.222,0.0,0.176,2023-01-29 08:00:00
681,0.13,0.0,0.437,2023-01-29 09:00:00
682,0.657,0.0,0.749,2023-01-29 10:00:00
683,0.022,0.0,0.606,2023-01-29 11:00:00
684,0.794,0.0,0.995,2023-01-29 12:00:00
685,0.0,0.0,0.587,2023-01-29 13:00:00
686,0.615,0.0,0.448,2023-01-29 14:00:00
687,0.469,0.0,0.505,2023-01-29 15:00:00
688,3.381,0.0,0.192,2023-01-29 16:00:00
689,1.893,0.0,0.002,2023-01-29 17:00:00
690,0.659,0.0,0.0,2023-01-29 18:00:00
691,0.568,0.0,0.0,2023-01-29 19:00:00
692,1.097,0.0,0.0,2023-01-29 20:00:00
693,1.375,0.0,0.0,2023-01-29 21:00:00
694,0.0,1.643,0.0,2023-01-29 22:00:00
695,0.0,1.656,0.0,2023-01-29 23:00:00
696,0.0,0.557,0.0,2023-01-30 00:00:00
697,0.0,0.446,0.0,2023-01-30 01:00:00
698,0.0,0.305,0.0,2023-01-30 02:00:00
699,0.0,0.29,0.0,2023-01-30 03:00:00
700,0.0,0.313,0.0,2023-01-30 04:00:00
701,0.0,0.288,0.0,2023-01-30 05:00:00
702,0.0,0.313,0.0,2023-01-30 06:00:00
703,0.0,2.207,0.0,2023-01-30 07:00:00
704,0.321,0.0,0.191,2023-01-30 08:00:00
705,0.0,0.0,0.362,2023-01-30 09:00:00
706,0.407,0.0,0.446,2023-01-30 10:00:00
707,1.307,0.0,0.833,2023-01-30 11:00:00
708,0.1,0.0,0.476,2023-01-30 12:00:00
709,0.0,0.0,0.302,2023-01-30 13:00:00
710,0.302,0.0,0.602,2023-01-30 14:00:00
711,0.0,0.0,0.371,2023-01-30 15:00:00
712,0.168,0.0,0.191,2023-01-30 16:00:00
713,0.275,0.0,0.005,2023-01-30 17:00:00
714,0.698,0.0,0.0,2023-01-30 18:00:00
715,1.087,0.0,0.0,2023-01-30 19:00:00
716,0.468,0.0,0.0,2023-01-30 20:00:00
717,0.443,0.0,0.0,2023-01-30 21:00:00
718,0.0,0.496,0.0,2023-01-30 22:00:00
719,0.0,0.579,0.0,2023-01-30 23:00:00
720,0.0,0.573,0.0,2023-01-31 00:00:00
721,0.0,0.504,0.0,2023-01-31 01:00:00
722,0.0,0.317,0.0,2023-01-31 02:00:00
723,0.0,0.322,0.0,2023-01-31 03:00:00
724,0.0,0.297,0.0,2023-01-31 04:00:00
725,0.0,0.3,0.0,2023-01-31 05:00:00
726,0.0,0.302,0.0,2023-01-31 06:00:00
727,0.0,0.84,0.0,2023-01-31 07:00:00
728,0.174,0.0,0.184,2023-01-31 08:00:00
729,0.0,0.0,0.28,2023-01-31 09:00:00
730,0.0,0.0,0.283,2023-01-31 10:00:00
731,0.617,0.0,0.849,2023-01-31 11:00:00
732,0.0,0.0,0.379,2023-01-31 12:00:00
733,0.0,0.0,0.295,2023-01-31 13:00:00
734,0.488,0.0,0.504,2023-01-31 14:00:00
735,0.949,0.0,0.531,2023-01-31 15:00:00
736,0.9,0.0,0.188,2023-01-31 16:00:00
737,0.279,0.0,0.007,2023-01-31 17:00:00
738,0.627,0.0,0.0,2023-01-31 18:00:00
739,2.782,0.0,0.0,2023-01-31 19:00:00
740,0.716,0.0,0.0,2023-01-31 20:00:00
741,0.642,0.0,0.0,2023-01-31 21:00:00
742,0.0,1.635,0.0,2023-01-31 22:00:00
743,0.0,1.706,0.0,2023-01-31 23:00:00
744,0.0,1.65,0.0,2023-02-01 00:00:00
745,0.0,0.585,0.0,2023-02-01 01:00:00
746,0.0,0.394,0.0,2023-02-01 02:00:00
747,0.0,0.325,0.0,2023-02-01 03:00:00
748,0.0,0.289,0.0,2023-02-01 04:00:00
749,0.0,0.299,0.0,2023-02-01 05:00:00
750,0.0,1.803,0.0,2023-02-01 06:00:00
751,0.0,1.476,0.0,2023-02-01 07:00:00
752,0.195,0.0,0.191,2023-02-01 08:00:00
753,0.0,0.0,0.29,2023-02-01 09:00:00
754,0.0,0.0,0.308,2023-02-01 10:00:00
755,0.0,0.0,0.286,2023-02-01 11:00:00
756,0.121,0.0,0.536,2023-02-01 12:00:00
757,0.0,0.0,0.308,2023-02-01 13:00:00
758,0.284,0.0,0.514,2023-02-01 14:00:00
759,0.0,0.0,0.409,2023-02-01 15:00:00
760,0.712,0.0,0.209,2023-02-01 16:00:00
761,0.359,0.0,0.003,2023-02-01 17:00:00
762,1.622,0.0,0.0,2023-02-01 18:00:00
763,1.159,0.0,0.0,2023-02-01 19:00:00
764,0.703,0.0,0.0,2023-02-01 20:00:00
765,0.823,0.0,0.0,2023-02-01 21:00:00
766,0.0,0.642,0.0,2023-02-01 22:00:00
767,0.0,0.633,0.0,2023-02-01 23:00:00
768,0.0,0.623,0.0,2023-02-02 00:00:00
769,0.0,0.635,0.0,2023-02-02 01:00:00
770,0.0,0.612,0.0,2023-02-02 02:00:00
771,0.0,0.444,0.0,2023-02-02 03:00:00
772,0.0,0.338,0.0,2023-02-02 04:00:00
773,0.0,0.341,0.0,2023-02-02 05:00:00
774,0.0,0.355,0.0,2023-02-02 06:00:00
775,0.0,1.339,0.0,2023-02-02 07:00:00
776,0.268,0.0,0.203,2023-02-02 08:00:00
777,0.135,0.0,0.426,2023-02-02 09:00:00
778,0.272,0.0,0.554,2023-02-02 10:00:00
779,0.0,0.0,0.338,2023-02-02 11:00:00
780,0.229,0.0,0.531,2023-02-02 12:00:00
781,0.0,0.0,0.33,2023-02-02 13:00:00
782,0.132,0.0,0.462,2023-02-02 14:00:00
783,0.0,0.0,0.414,2023-02-02 15:00:00
784,0.175,0.0,0.201,2023-02-02 16:00:00
785,0.368,0.0,0.007,2023-02-02 17:00:00
786,1.621,0.0,0.0,2023-02-02 18:00:00
787,1.397,0.0,0.0,2023-02-02 19:00:00
788,1.272,0.0,0.0,2023-02-02 20:00:00
789,1.972,0.0,0.0,2023-02-02 21:00:00
790,0.0,1.831,0.0,2023-02-02 22:00:00
791,0.0,1.76,0.0,2023-02-02 23:00:00
792,0.0,1.801,0.0,2023-02-03 00:00:00
793,0.0,1.416,0.0,2023-02-03 01:00:00
794,0.0,0.612,0.0,2023-02-03 02:00:00
795,0.0,0.86,0.0,2023-02-03 03:00:00
796,0.0,0.337,0.0,2023-02-03 04:00:00
797,0.0,0.309,0.0,2023-02-03 05:00:00
798,0.0,0.285,0.0,2023-02-03 06:00:00
799,0.0,0.812,0.0,2023-02-03 07:00:00
800,1.09,0.0,0.217,2023-02-03 08:00:00
801,0.0,0.0,0.358,2023-02-03 09:00:00
802,0.0,0.0,0.377,2023-02-03 10:00:00
803,0.089,0.0,0.551,2023-02-03 11:00:00
804,0.0,0.0,0.337,2023-02-03 12:00:00
805,0.0,0.0,0.314,2023-02-03 13:00:00
806,0.0,0.0,0.313,2023-02-03 14:00:00
807,0.0,0.0,0.324,2023-02-03 15:00:00
808,1.065,0.0,0.182,2023-02-03 16:00:00
809,2.764,0.0,0.008,2023-02-03 17:00:00
810,1.273,0.0,0.0,2023-02-03 18:00:00
811,0.57,0.0,0.0,2023-02-03 19:00:00
812,1.068,0.0,0.0,2023-02-03 20:00:00
813,0.853,0.0,0.0,2023-02-03 21:00:00
814,0.0,0.666,0.0,2023-02-03 22:00:00
815,0.0,0.6,0.0,2023-02-03 23:00:00
816,0.0,0.506,0.0,2023-02-04 00:00:00
817,0.0,0.473,0.0,2023-02-04 01:00:00
818,0.0,0.309,0.0,2023-02-04 02:00:00
819,0.0,0.375,0.0,2023-02-04 03:00:00
820,0.0,0.32,0.0,2023-02-04 04:00:00
821,0.0,0.29,0.0,2023-02-04 05:00:00
822,0.0,0.294,0.0,2023-02-04 06:00:00
823,0.0,0.306,0.0,2023-02-04 07:00:00
824,0.094,0.0,0.201,2023-02-04 08:00:00
825,0.531,0.0,0.51,2023-02-04 09:00:00
826,0.0,0.0,0.362,2023-02-04 10:00:00
827,0.2,0.0,0.733,2023-02-04 11:00:00
828,0.38,0.0,0.867,2023-02-04 12:00:00
829,0.014,0.0,0.456,2023-02-04 13:00:00
830,0.917,0.0,0.691,2023-02-04 14:00:00
831,0.0,0.0,0.361,2023-02-04 15:00:00
832,0.157,0.0,0.204,2023-02-04 16:00:00
833,1.409,0.0,0.009,2023-02-04 17:00:00
834,0.669,0.0,0.0,2023-02-04 18:00:00
835,0.628,0.0,0.0,2023-02-04 19:00:00
836,0.519,0.0,0.0,2023-02-04 20:00:00
837,0.45,0.0,0.0,2023-02-04 21:00:00
838,0.0,0.539,0.0,2023-02-04 22:00:00
839,0.0,0.814,0.0,2023-02-04 23:00:00
840,0.0,0.493,0.0,2023-02-05 00:00:00
841,0.0,0.368,0.0,2023-02-05 01:00:00
842,0.0,0.3,0.0,2023-02-05 02:00:00
843,0.0,0.314,0.0,2023-02-05 03:00:00
844,0.0,0.297,0.0,2023-02-05 04:00:00
845,0.0,0.311,0.0,2023-02-05 05:00:00
846,0.0,0.3,0.0,2023-02-05 06:00:00
847,0.0,0.306,0.0,2023-02-05 07:00:00
848,0.119,0.0,0.211,2023-02-05 08:00:00
849,0.0,0.0,0.296,2023-02-05 09:00:00
850,0.0,0.0,0.318,2023-02-05 10:00:00
851,0.986,0.0,0.962,2023-02-05 11:00:00
852,1.31,0.0,0.981,2023-02-05 12:00:00
853,0.0,0.0,0.655,2023-02-05 13:00:00
854,0.92,0.0,0.793,2023-02-05 14:00:00
855,2.255,0.0,0.567,2023-02-05 15:00:00
856,0.378,0.0,0.238,2023-02-05 16:00:00
857,0.405,0.0,0.006,2023-02-05 17:00:00
858,1.083,0.0,0.0,2023-02-05 18:00:00
859,1.091,0.0,0.0,2023-02-05 19:00:00
860,1.165,0.0,0.0,2023-02-05 20:00:00
861,0.55,0.0,0.0,2023-02-05 21:00:00
862,0.0,0.447,0.0,2023-02-05 22:00:00
863,0.0,1.177,0.0,2023-02-05 23:00:00
864,0.0,1.818,0.0,2023-02-06 00:00:00
865,0.0,1.639,0.0,2023-02-06 01:00:00
866,0.0,1.479,0.0,2023-02-06 02:00:00
867,0.0,0.362,0.0,2023-02-06 03:00:00
868,0.0,0.348,0.0,2023-02-06 04:00:00
869,0.0,0.348,0.0,2023-02-06 05:00:00
870,0.0,0.352,0.0,2023-02-06 06:00:00
871,0.0,1.538,0.0,2023-02-06 07:00:00
872,0.272,0.0,0.236,2023-02-06 08:00:00
873,0.0,0.0,0.334,2023-02-06 09:00:00
874,0.0,0.0,0.301,2023-02-06 10:00:00
875,0.0,0.0,0.272,2023-02-06 11:00:00
876,0.0,0.0,0.31,2023-02-06 12:00:00
877,0.0,0.0,0.286,2023-02-06 13:00:00
878,0.453,0.0,0.447,2023-02-06 14:00:00
879,0.087,0.0,0.429,2023-02-06 15:00:00
880,0.178,0.0,0.231,2023-02-06 16:00:00
881,0.372,0.0,0.009,2023-02-06 17:00:00
882,1.32,0.0,0.0,2023-02-06 18:00:00
883,0.875,0.0,0.0,2023-02-06 19:00:00
884,0.444,0.0,0.0,2023-02-06 20:00:00
885,0.552,0.0,0.0,2023-02-06 21:00:00
886,0.0,0.628,0.0,2023-02-06 22:00:00
887,0.0,0.705,0.0,2023-02-06 23:00:00
888,0.0,1.195,0.0,2023-02-07 00:00:00
889,0.0,1.352,0.0,2023-02-07 01:00:00
890,0.0,0.3,0.0,2023-02-07 02:00:00
891,0.0,0.317,0.0,2023-02-07 03:00:00
892,0.0,0.297,0.0,2023-02-07 04:00:00
893,0.0,0.308,0.0,2023-02-07 05:00:00
894,0.0,0.303,0.0,2023-02-07 06:00:00
895,0.0,0.848,0.0,2023-02-07 07:00:00
896,0.305,0.0,0.223,2023-02-07 08:00:00
897,0.0,0.0,0.292,2023-02-07 09:00:00
898,0.0,0.0,0.318,2023-02-07 10:00:00
899,0.0,0.0,0.297,2023-02-07 11:00:00
900,0.357,0.0,0.664,2023-02-07 12:00:00
901,0.0,0.0,0.311,2023-02-07 13:00:00
902,0.299,0.0,0.506,2023-02-07 14:00:00
903,0.0,0.0,0.416,2023-02-07 15:00:00
904,0.174,0.0,0.233,2023-02-07 16:00:00
905,0.431,0.0,0.01,2023-02-07 17:00:00
906,0.583,0.0,0.0,2023-02-07 18:00:00
907,1.16,0.0,0.0,2023-02-07 19:00:00
908,0.818,0.0,0.0,2023-02-07 20:00:00
909,1.258,0.0,0.0,2023-02-07 21:00:00
910,0.0,1.824,0.0,2023-02-07 22:00:00
911,0.0,1.823,0.0,2023-02-07 23:00:00
912,0.0,1.82,0.0,2023-02-08 00:00:00
913,0.0,1.778,0.0,2023-02-08 01:00:00
914,0.0,1.02,0.0,2023-02-08 02:00:00
915,0.0,0.478,0.0,2023-02-08 03:00:00
916,0.0,0.297,0.0,2023-02-08 04:00:00
917,0.0,0.336,0.0,2023-02-08 05:00:00
918,0.0,0.336,0.0,2023-02-08 06:00:00
919,0.0,1.141,0.0,2023-02-08 07:00:00
920,0.372,0.0,0.024,2023-02-08 08:00:00
921,0.106,0.0,0.156,2023-02-08 09:00:00
922,0.006,0.0,0.268,2023-02-08 10:00:00
923,0.035,0.0,0.483,2023-02-08 11:00:00
924,0.743,0.0,0.704,2023-02-08 12:00:00
925,0.0,0.0,0.31,2023-02-08 13:00:00
926,0.351,0.0,0.436,2023-02-08 14:00:00
927,0.072,0.0,0.396,2023-02-08 15:00:00
928,1.219,0.0,0.258,2023-02-08 16:00:00
929,2.186,0.0,0.006,2023-02-08 17:00:00
930,1.252,0.0,0.0,2023-02-08 18:00:00
931,0.79,0.0,0.0,2023-02-08 19:00:00
932,0.435,0.0,0.0,2023-02-08 20:00:00
933,0.338,0.0,0.0,2023-02-08 21:00:00
934,0.0,0.68,0.0,2023-02-08 22:00:00
935,0.0,0.587,0.0,2023-02-08 23:00:00
936,0.0,0.471,0.0,2023-02-09 00:00:00
937,0.0,0.371,0.0,2023-02-09 01:00:00
938,0.0,0.356,0.0,2023-02-09 02:00:00
939,0.0,0.316,0.0,2023-02-09 03:00:00
940,0.0,0.286,0.0,2023-02-09 04:00:00
941,0.0,0.282,0.0,2023-02-09 05:00:00
942,0.0,0.31,0.0,2023-02-09 06:00:00
943,0.0,0.729,0.0,2023-02-09 07:00:00
944,0.181,0.0,0.227,2023-02-09 08:00:00
945,0.0,0.0,0.298,2023-02-09 09:00:00
946,0.401,0.0,0.764,2023-02-09 10:00:00
947,0.52,0.0,0.673,2023-02-09 11:00:00
948,0.0,0.0,0.299,2023-02-09 12:00:00
949,0.0,0.0,0.305,2023-02-09 13:00:00
950,0.0,0.0,0.423,2023-02-09 14:00:00
951,0.0,0.0,0.343,2023-02-09 15:00:00
952,0.211,0.0,0.265,2023-02-09 16:00:00
953,1.353,0.0,0.01,2023-02-09 17:00:00
954,2.506,0.0,0.0,2023-02-09 18:00:00
955,2.948,0.0,0.0,2023-02-09 19:00:00
956,0.984,0.0,0.0,2023-02-09 20:00:00
957,1.513,0.0,0.0,2023-02-09 21:00:00
958,0.0,1.141,0.0,2023-02-09 22:00:00
959,0.0,1.703,0.0,2023-02-09 23:00:00
960,0.0,0.84,0.0,2023-02-10 00:00:00
961,0.0,0.538,0.0,2023-02-10 01:00:00
962,0.0,0.501,0.0,2023-02-10 02:00:00
963,0.0,0.494,0.0,2023-02-10 03:00:00
964,0.0,0.357,0.0,2023-02-10 04:00:00
965,0.0,0.304,0.0,2023-02-10 05:00:00
966,0.0,0.307,0.0,2023-02-10 06:00:00
967,0.0,1.109,0.0,2023-02-10 07:00:00
968,0.233,0.0,0.224,2023-02-10 08:00:00
969,0.0,0.0,0.305,2023-02-10 09:00:00
970,0.386,0.0,0.687,2023-02-10 10:00:00
971,0.249,0.0,0.533,2023-02-10 11:00:00
972,0.287,0.0,0.623,2023-02-10 12:00:00
973,0.0,0.0,0.287,2023-02-10 13:00:00
974,0.0,0.0,0.32,2023-02-10 14:00:00
975,0.0,0.0,0.33,2023-02-10 15:00:00
976,0.086,0.0,0.249,2023-02-10 16:00:00
977,0.305,0.0,0.013,2023-02-10 17:00:00
978,0.564,0.0,0.0,2023-02-10 18:00:00
979,1.442,0.0,0.0,2023-02-10 19:00:00
980,0.318,0.0,0.0,2023-02-10 20:00:00
981,0.36,0.0,0.0,2023-02-10 21:00:00
982,0.0,0.512,0.0,2023-02-10 22:00:00
983,0.0,0.509,0.0,2023-02-10 23:00:00
984,0.0,0.482,0.0,2023-02-11 00:00:00
985,0.0,0.504,0.0,2023-02-11 01:00:00
986,0.0,0.375,0.0,2023-02-11 02:00:00
987,0.0,0.341,0.0,2023-02-11 03:00:00
988,0.0,0.325,0.0,2023-02-11 04:00:00
989,0.0,0.329,0.0,2023-02-11 05:00:00
990,0.0,0.301,0.0,2023-02-11 06:00:00
991,0.0,1.081,0.0,2023-02-11 07:00:00
992,0.162,0.0,0.228,2023-02-11 08:00:00
993,0.0,0.0,0.298,2023-02-11 09:00:00
994,0.0,0.0,0.31,2023-02-11 10:00:00
995,0.719,0.0,0.849,2023-02-11 11:00:00
996,0.073,0.0,0.857,2023-02-11 12:00:00
997,0.338,0.0,0.9,2023-02-11 13:00:00
998,0.159,0.0,0.644,2023-02-11 14:00:00
999,0.01,0.0,0.496,2023-02-11 15:00:00
1000,0.434,0.0,0.242,2023-02-11 16:00:00
1001,0.596,0.0,0.004,2023-02-11 17:00:00
1002,0.566,0.0,0.0,2023-02-11 18:00:00
1003,0.977,0.0,0.0,2023-02-11 19:00:00
1004,0.393,0.0,0.0,2023-02-11 20:00:00
1005,0.465,0.0,0.0,2023-02-11 21:00:00
1006,0.0,1.345,0.0,2023-02-11 22:00:00
1007,0.0,0.496,0.0,2023-02-11 23:00:00
1008,0.0,0.599,0.0,2023-02-12 00:00:00
1009,0.0,0.494,0.0,2023-02-12 01:00:00
1010,0.0,0.352,0.0,2023-02-12 02:00:00
1011,0.0,0.36,0.0,2023-02-12 03:00:00
1012,0.0,0.338,0.0,2023-02-12 04:00:00
1013,0.0,0.605,0.0,2023-02-12 05:00:00
1014,0.0,1.04,0.0,2023-02-12 06:00:00
1015,0.0,0.391,0.002,2023-02-12 07:00:00
1016,0.087,0.0,0.248,2023-02-12 08:00:00
1017,0.017,0.0,0.436,2023-02-12 09:00:00
1018,0.625,0.0,0.791,2023-02-12 10:00:00
1019,0.03,0.0,0.695,2023-02-12 11:00:00
1020,0.386,0.0,0.718,2023-02-12 12:00:00
1021,0.077,0.0,0.337,2023-02-12 13:00:00
1022,0.0,0.0,0.294,2023-02-12 14:00:00
1023,0.44,0.0,0.206,2023-02-12 15:00:00
1024,1.742,0.0,0.08,2023-02-12 16:00:00
1025,1.619,0.0,0.014,2023-02-12 17:00:00
1026,0.578,0.0,0.0,2023-02-12 18:00:00
1027,1.861,0.0,0.0,2023-02-12 19:00:00
1028,1.039,0.0,0.0,2023-02-12 20:00:00
1029,0.537,0.0,0.0,2023-02-12 21:00:00
