,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
969,0.012,0.0,0.317,Medium,2022-02-10 09:00:00,13.4,12.57,8.9,13.48,1028,68,2.16,38,scattered clouds
970,0.0,0.0,0.251,Medium,2022-02-10 10:00:00,14.54,13.83,10.67,14.59,1028,68,1.68,47,scattered clouds
971,0.0,0.0,0.24,High,2022-02-10 11:00:00,16.72,16.01,12.89,16.82,1028,60,0.6,20,few clouds
972,0.0,0.0,0.224,High,2022-02-10 12:00:00,17.82,17.22,15.11,17.93,1028,60,2.02,76,broken clouds
973,0.0,0.0,0.263,High,2022-02-10 13:00:00,18.4,17.68,16.72,18.99,1027,53,3.22,96,overcast clouds
974,0.0,0.0,0.241,Medium,2022-02-10 14:00:00,18.37,17.7,16.12,18.68,1027,55,3.32,100,overcast clouds
975,0.0,0.0,0.241,Medium,2022-02-10 15:00:00,18.38,17.74,16.72,18.48,1026,56,3.08,99,overcast clouds
976,0.308,0.0,0.143,None,2022-02-10 16:00:00,17.29,16.54,15.72,17.88,1026,56,2.91,99,overcast clouds
977,0.239,0.0,0.035,None,2022-02-10 17:00:00,16.76,16.03,15.57,17.32,1027,59,2.41,100,overcast clouds
978,1.251,0.0,0.0,None,2022-02-10 18:00:00,15.11,14.37,13.72,16.21,1027,65,1.7,100,overcast clouds
979,2.656,0.0,0.0,None,2022-02-10 19:00:00,14.05,13.29,13.34,14.54,1027,68,0.72,100,overcast clouds
980,0.792,0.0,0.0,None,2022-02-10 20:00:00,13.48,12.76,12.57,13.48,1027,72,1.01,96,overcast clouds
981,0.882,0.0,0.0,None,2022-02-10 21:00:00,12.37,11.65,11.45,13.44,1028,76,1.42,83,broken clouds
982,0.0,0.63,0.0,None,2022-02-10 22:00:00,12.3,11.62,10.34,13.44,1027,78,1.36,42,scattered clouds
983,0.0,0.403,0.0,None,2022-02-10 23:00:00,11.82,11.17,11.72,13.44,1028,81,1.51,78,broken clouds
984,0.0,0.334,0.0,None,2022-02-11 00:00:00,12.35,11.76,11.72,12.89,1027,81,1.83,81,broken clouds
985,0.0,0.334,0.0,None,2022-02-11 01:00:00,12.35,11.73,11.72,12.37,1027,80,1.55,6,sky is clear
986,0.0,0.388,0.0,None,2022-02-11 02:00:00,11.78,11.42,9.79,12.23,1027,92,1.32,3,sky is clear
987,0.0,0.345,0.0,None,2022-02-11 03:00:00,11.97,11.62,9.79,12.32,1026,92,1.07,11,few clouds
988,0.0,0.278,0.0,None,2022-02-11 04:00:00,12.78,12.2,9.79,12.93,1027,80,1.22,10,sky is clear
989,0.0,0.237,0.0,None,2022-02-11 05:00:00,12.27,11.69,9.79,12.37,1026,82,1.51,11,few clouds
990,0.0,0.248,0.0,None,2022-02-11 06:00:00,12.14,11.63,8.72,12.37,1026,85,2.01,100,overcast clouds
991,0.0,1.176,0.003,None,2022-02-11 07:00:00,8.89,7.52,7.72,10.67,1027,95,2.49,100,overcast clouds
992,0.039,0.0,0.151,Low,2022-02-11 08:00:00,8.47,7.14,7.57,10.11,1027,95,2.33,100,overcast clouds
993,0.0,0.0,0.308,Medium,2022-02-11 09:00:00,12.81,12.26,9.72,12.93,1028,81,1.79,100,overcast clouds
994,0.0,0.0,0.26,High,2022-02-11 10:00:00,14.56,14.11,11.77,14.72,1027,78,0.93,100,overcast clouds
995,0.0,0.0,0.273,High,2022-02-11 11:00:00,15.17,14.78,15.01,16.22,1027,78,0.3,56,broken clouds
996,0.0,0.0,0.281,High,2022-02-11 12:00:00,16.84,16.43,15.9,17.88,1027,71,0.91,55,broken clouds
997,0.002,0.0,0.46,High,2022-02-11 13:00:00,17.37,16.96,15.72,19.54,1026,69,1.63,81,broken clouds
998,0.0,0.0,0.257,High,2022-02-11 14:00:00,17.83,17.42,15.72,18.44,1026,67,1.89,93,overcast clouds
999,0.035,0.0,0.297,Medium,2022-02-11 15:00:00,17.85,17.41,15.72,18.99,1025,66,1.99,98,overcast clouds
1000,0.165,0.0,0.153,None,2022-02-11 16:00:00,17.38,16.95,16.78,17.88,1025,68,1.71,98,overcast clouds
1001,0.349,0.0,0.019,None,2022-02-11 17:00:00,16.25,15.84,15.67,16.26,1025,73,0.77,100,overcast clouds
1002,0.327,0.0,0.0,None,2022-02-11 18:00:00,15.02,14.61,12.72,15.15,1025,78,0.8,97,overcast clouds
1003,0.317,0.0,0.0,None,2022-02-11 19:00:00,14.04,13.61,13.34,14.54,1024,81,0.45,98,overcast clouds
1004,0.325,0.0,0.0,None,2022-02-11 20:00:00,13.39,12.95,11.72,13.48,1025,83,0.99,99,overcast clouds
1005,0.349,0.0,0.0,None,2022-02-11 21:00:00,12.91,12.5,11.68,12.93,1025,86,1.49,100,overcast clouds
1006,0.0,0.352,0.0,None,2022-02-11 22:00:00,12.28,11.86,10.72,12.37,1025,88,1.09,99,overcast clouds
1007,0.0,0.381,0.0,None,2022-02-11 23:00:00,11.81,11.37,10.57,11.82,1025,89,0.94,99,overcast clouds
1008,0.0,0.447,0.0,None,2022-02-12 00:00:00,12.2,11.8,9.72,12.37,1025,89,1.09,99,overcast clouds
1009,0.0,0.471,0.0,None,2022-02-12 01:00:00,12.16,11.7,8.72,12.37,1024,87,0.62,95,overcast clouds
1010,0.0,0.285,0.0,None,2022-02-12 02:00:00,11.63,11.17,8.72,11.82,1024,89,0.64,79,broken clouds
1011,0.0,0.256,0.0,None,2022-02-12 03:00:00,11.1,10.59,8.72,11.26,1024,89,0.63,28,scattered clouds
1012,0.0,0.238,0.0,None,2022-02-12 04:00:00,10.61,10.1,8.12,10.7,1023,91,0.86,88,overcast clouds
1013,0.0,0.298,0.0,None,2022-02-12 05:00:00,10.16,9.63,9.54,10.72,1023,92,0.58,100,overcast clouds
1014,0.0,0.491,0.0,None,2022-02-12 06:00:00,10.16,9.66,9.45,10.72,1023,93,1.03,100,overcast clouds
1015,0.0,1.655,0.0,None,2022-02-12 07:00:00,10.16,9.66,9.45,10.72,1023,93,1.15,100,overcast clouds
1016,0.392,0.0,0.011,None,2022-02-12 08:00:00,10.16,9.66,9.54,10.72,1024,93,1.31,100,overcast clouds
1017,0.161,0.0,0.101,None,2022-02-12 09:00:00,10.72,10.28,10.01,11.72,1025,93,1.46,100,overcast clouds
1018,0.027,0.0,0.23,Medium,2022-02-12 10:00:00,10.74,10.3,10.1,11.72,1025,93,0.94,100,overcast clouds
1019,0.0,0.0,0.279,High,2022-02-12 11:00:00,11.34,10.96,11.21,12.89,1025,93,0.45,100,overcast clouds
1020,0.162,0.0,0.521,Medium,2022-02-12 12:00:00,12.99,12.67,12.79,14.0,1025,89,0.78,100,overcast clouds
1021,0.154,0.0,0.426,Low,2022-02-12 13:00:00,14.09,13.64,14.0,14.79,1024,80,1.28,100,overcast clouds
1022,0.013,0.0,0.262,Medium,2022-02-12 14:00:00,15.11,14.56,13.72,16.21,1023,72,1.35,90,overcast clouds
1023,0.061,0.0,0.198,Medium,2022-02-12 15:00:00,14.62,14.02,13.72,16.77,1023,72,1.56,75,broken clouds
1024,0.141,0.0,0.196,Medium,2022-02-12 16:00:00,14.54,13.88,13.72,14.79,1022,70,1.76,56,broken clouds
1025,0.304,0.0,0.032,None,2022-02-12 17:00:00,14.52,13.99,12.72,15.66,1022,75,2.42,59,broken clouds
1026,0.572,0.0,0.0,None,2022-02-12 18:00:00,13.41,12.84,11.68,14.54,1023,78,2.19,45,scattered clouds
1027,0.715,0.0,0.0,None,2022-02-12 19:00:00,12.28,11.76,10.72,12.37,1023,84,2.19,45,scattered clouds
1028,0.805,0.0,0.0,None,2022-02-12 20:00:00,10.64,10.03,8.72,11.77,1024,87,1.52,43,scattered clouds
1029,0.58,0.0,0.0,None,2022-02-12 21:00:00,9.63,9.63,9.45,10.67,1024,89,0.64,56,broken clouds
1030,0.0,0.635,0.0,None,2022-02-12 22:00:00,9.57,9.57,8.72,10.11,1024,90,0.63,73,broken clouds
1031,0.0,0.528,0.0,None,2022-02-12 23:00:00,9.04,8.69,8.68,9.55,1023,90,1.38,100,overcast clouds
1032,0.0,0.464,0.0,None,2022-02-13 00:00:00,8.51,8.51,8.12,9.55,1023,90,1.1,100,overcast clouds
1033,0.0,0.386,0.0,None,2022-02-13 01:00:00,8.44,7.63,7.72,8.48,1023,92,1.73,100,overcast clouds
1034,0.0,0.305,0.0,None,2022-02-13 02:00:00,8.47,7.68,7.01,8.72,1022,92,1.71,100,overcast clouds
1035,0.0,0.278,0.0,None,2022-02-13 03:00:00,8.48,7.39,7.79,8.72,1022,92,2.04,100,overcast clouds
1036,0.0,0.29,0.0,None,2022-02-13 04:00:00,8.42,7.06,6.45,8.48,1021,91,2.36,100,overcast clouds
1037,0.0,0.335,0.0,None,2022-02-13 05:00:00,8.97,7.36,5.9,9.04,1020,91,2.87,100,overcast clouds
1038,0.0,0.265,0.0,None,2022-02-13 06:00:00,8.47,6.44,7.32,8.72,1020,91,3.4,98,overcast clouds
1039,0.0,0.256,0.0,None,2022-02-13 07:00:00,9.03,7.07,7.57,9.72,1019,90,3.48,100,overcast clouds
1040,0.559,0.0,0.035,None,2022-02-13 08:00:00,9.04,6.93,7.88,9.72,1019,88,3.78,100,overcast clouds
1041,0.378,0.0,0.033,None,2022-02-13 09:00:00,9.63,7.4,8.99,10.72,1019,87,4.34,100,light rain
1042,1.32,0.0,0.075,None,2022-02-13 10:00:00,10.18,9.5,10.1,10.72,1018,86,4.52,100,light rain
1043,0.971,0.0,0.123,None,2022-02-13 11:00:00,9.66,7.1,9.59,10.72,1018,91,5.16,100,light rain
1044,0.402,0.0,0.106,None,2022-02-13 12:00:00,10.71,10.21,9.54,11.72,1017,91,6.4,100,light rain
1045,0.338,0.0,0.113,None,2022-02-13 13:00:00,10.67,10.17,10.01,10.9,1016,91,7.37,100,moderate rain
1046,0.686,0.0,0.089,None,2022-02-13 14:00:00,11.19,10.77,10.01,11.26,1014,92,7.78,100,moderate rain
1047,0.501,0.0,0.048,None,2022-02-13 15:00:00,11.23,10.81,10.01,12.01,1014,92,6.78,100,moderate rain
1048,0.451,0.0,0.085,None,2022-02-13 16:00:00,11.86,11.53,11.68,12.72,1014,93,5.78,96,moderate rain
1049,0.619,0.0,0.012,None,2022-02-13 17:00:00,12.35,12.07,11.77,12.37,1015,93,4.74,73,moderate rain
1050,0.661,0.0,0.0,None,2022-02-13 18:00:00,11.8,11.46,10.9,11.82,1015,93,4.32,77,light rain
1051,1.707,0.0,0.0,None,2022-02-13 19:00:00,10.76,10.32,9.79,11.72,1016,93,3.82,62,light rain
1052,1.7,0.0,0.0,None,2022-02-13 20:00:00,10.14,9.64,9.23,10.15,1017,93,3.02,59,broken clouds
1053,0.768,0.0,0.0,None,2022-02-13 21:00:00,9.57,8.12,8.68,10.11,1018,93,2.8,67,light rain
1054,0.0,0.662,0.0,None,2022-02-13 22:00:00,9.12,7.61,8.68,10.72,1018,93,2.76,53,light rain
1055,0.0,1.233,0.0,None,2022-02-13 23:00:00,9.16,7.55,8.43,11.72,1019,93,2.93,60,light rain
1056,0.0,1.858,0.0,None,2022-02-14 00:00:00,8.48,6.81,8.12,9.45,1020,92,2.81,54,light rain
1057,0.0,2.158,0.0,None,2022-02-14 01:00:00,8.48,6.9,7.57,9.45,1020,92,2.68,58,light rain
1058,0.0,0.473,0.0,None,2022-02-14 02:00:00,7.99,6.95,7.01,8.9,1020,90,1.89,54,light rain
1059,0.0,0.469,0.0,None,2022-02-14 03:00:00,8.07,7.59,5.9,10.72,1020,90,1.38,41,light rain
1060,0.0,0.476,0.0,None,2022-02-14 04:00:00,8.06,7.35,5.9,10.72,1020,90,1.58,39,scattered clouds
1061,0.0,0.476,0.0,None,2022-02-14 05:00:00,7.48,7.48,6.45,9.72,1020,91,1.23,51,broken clouds
1062,0.0,0.458,0.0,None,2022-02-14 06:00:00,7.37,7.37,6.45,7.79,1021,90,1.2,54,broken clouds
1063,0.0,1.556,0.002,None,2022-02-14 07:00:00,6.88,6.88,6.45,8.44,1022,91,1.17,53,light rain
1064,0.506,0.0,0.208,Low,2022-02-14 08:00:00,6.86,6.86,6.45,7.72,1022,92,0.82,54,light rain
1065,0.019,0.0,0.443,Medium,2022-02-14 09:00:00,7.36,6.7,6.45,8.44,1023,91,1.45,74,light rain
1066,0.0,0.0,0.46,High,2022-02-14 10:00:00,9.63,9.63,8.12,11.22,1023,90,1.17,53,light rain
1067,0.148,0.0,0.299,High,2022-02-14 11:00:00,10.85,10.16,9.23,12.89,1024,83,3.64,37,light rain
1068,0.146,0.0,0.348,Medium,2022-02-14 12:00:00,10.93,10.35,10.7,14.54,1024,87,3.75,27,light rain
1069,0.042,0.0,0.435,High,2022-02-14 13:00:00,11.4,10.79,11.26,13.72,1024,84,3.6,35,scattered clouds
1070,0.175,0.0,0.341,Medium,2022-02-14 14:00:00,11.94,11.38,10.9,14.0,1024,84,3.92,67,broken clouds
1071,0.095,0.0,0.445,Medium,2022-02-14 15:00:00,12.49,11.91,12.23,13.99,1024,81,4.05,56,broken clouds
1072,0.326,0.0,0.299,None,2022-02-14 16:00:00,11.94,11.25,11.45,13.99,1024,79,4.02,46,light rain
1073,0.709,0.0,0.031,None,2022-02-14 17:00:00,11.86,11.14,11.82,13.43,1025,78,3.27,39,scattered clouds
1074,0.755,0.0,0.0,None,2022-02-14 18:00:00,10.8,10.0,9.79,12.32,1026,79,2.28,34,scattered clouds
1075,1.541,0.0,0.0,None,2022-02-14 19:00:00,10.16,9.42,8.68,11.21,1026,84,2.01,35,scattered clouds
1076,1.07,0.0,0.0,None,2022-02-14 20:00:00,9.4,8.84,8.12,10.67,1027,88,1.62,22,few clouds
1077,0.781,0.0,0.0,None,2022-02-14 21:00:00,8.65,8.65,7.01,10.11,1028,90,1.21,41,scattered clouds
1078,0.0,0.406,0.0,None,2022-02-14 22:00:00,7.75,7.75,6.45,10.11,1028,95,1.19,78,broken clouds
1079,0.0,0.372,0.0,None,2022-02-14 23:00:00,7.95,7.95,5.9,9.55,1029,87,0.77,73,broken clouds
1080,0.0,0.447,0.0,None,2022-02-15 00:00:00,7.85,7.85,5.34,7.93,1029,89,1.12,58,broken clouds
1081,0.0,0.498,0.0,None,2022-02-15 01:00:00,7.84,7.84,4.79,7.93,1029,88,1.24,63,broken clouds
1082,0.0,0.421,0.0,None,2022-02-15 02:00:00,7.35,6.81,6.68,7.37,1029,90,1.35,76,broken clouds
1083,0.0,0.294,0.0,None,2022-02-15 03:00:00,6.78,5.53,5.72,6.82,1030,92,1.91,100,overcast clouds
1084,0.0,0.291,0.0,None,2022-02-15 04:00:00,7.33,5.58,3.12,7.72,1029,90,2.6,98,overcast clouds
1085,0.0,0.312,0.0,None,2022-02-15 05:00:00,6.8,5.53,5.1,6.82,1030,91,1.93,100,overcast clouds
1086,0.0,0.312,0.0,None,2022-02-15 06:00:00,6.71,5.49,3.12,6.82,1030,91,1.87,95,overcast clouds
1087,0.0,1.635,0.003,None,2022-02-15 07:00:00,6.69,5.43,3.68,6.82,1030,92,1.9,99,overcast clouds
1088,0.316,0.0,0.149,None,2022-02-15 08:00:00,6.69,5.94,3.12,6.82,1030,92,1.45,96,overcast clouds
1089,0.001,0.0,0.357,Medium,2022-02-15 09:00:00,8.43,7.65,5.57,8.48,1031,90,1.7,100,overcast clouds
1090,0.0,0.0,0.356,High,2022-02-15 10:00:00,9.59,8.82,6.12,9.72,1031,87,1.88,93,overcast clouds
1091,0.0,0.0,0.376,High,2022-02-15 11:00:00,10.69,10.06,8.12,11.72,1032,86,1.95,100,overcast clouds
1092,0.014,0.0,0.325,Medium,2022-02-15 12:00:00,11.91,11.27,10.9,13.44,1031,81,2.6,100,overcast clouds
1093,0.055,0.0,0.29,Low,2022-02-15 13:00:00,12.98,12.24,12.57,14.55,1031,73,2.9,100,overcast clouds
1094,0.109,0.0,0.349,None,2022-02-15 14:00:00,12.4,11.68,11.45,14.0,1030,76,3.6,100,overcast clouds
1095,0.221,0.0,0.192,None,2022-02-15 15:00:00,11.88,11.13,11.82,13.44,1030,77,3.56,100,overcast clouds
1096,0.368,0.0,0.129,None,2022-02-15 16:00:00,11.87,11.15,11.68,12.89,1030,78,3.57,100,overcast clouds
1097,0.6,0.0,0.031,None,2022-02-15 17:00:00,11.91,11.3,10.9,13.43,1029,82,2.64,99,overcast clouds
1098,0.379,0.0,0.0,None,2022-02-15 18:00:00,11.34,10.75,10.34,12.88,1030,85,1.78,100,overcast clouds
1099,1.004,0.0,0.0,None,2022-02-15 19:00:00,10.81,10.27,10.34,12.33,1030,89,1.76,100,overcast clouds
1100,0.524,0.0,0.0,None,2022-02-15 20:00:00,10.28,9.74,10.01,11.77,1031,91,1.69,100,overcast clouds
1101,0.882,0.0,0.0,None,2022-02-15 21:00:00,10.15,9.62,9.72,11.22,1031,92,1.52,100,overcast clouds
1102,0.0,0.712,0.0,None,2022-02-15 22:00:00,9.61,9.06,9.59,10.1,1031,92,1.64,95,overcast clouds
1103,0.0,0.53,0.0,None,2022-02-15 23:00:00,10.12,9.59,9.45,10.15,1031,92,1.66,100,overcast clouds
1104,0.0,0.474,0.0,None,2022-02-16 00:00:00,10.12,9.59,9.54,10.67,1031,92,1.67,100,overcast clouds
1105,0.0,0.498,0.0,None,2022-02-16 01:00:00,10.15,9.62,9.45,10.72,1031,92,1.38,100,overcast clouds
1106,0.0,0.486,0.0,None,2022-02-16 02:00:00,10.16,9.66,9.54,10.72,1031,93,1.74,97,overcast clouds
1107,0.0,0.474,0.0,None,2022-02-16 03:00:00,10.66,10.21,9.54,10.72,1030,93,1.6,100,overcast clouds
1108,0.0,0.495,0.0,None,2022-02-16 04:00:00,10.16,9.66,9.54,10.72,1030,93,1.94,100,overcast clouds
1109,0.0,0.492,0.0,None,2022-02-16 05:00:00,10.66,10.24,9.54,10.9,1030,94,1.96,100,light rain
1110,0.0,0.427,0.0,None,2022-02-16 06:00:00,10.71,10.29,9.54,11.72,1031,94,2.0,100,light rain
1111,0.0,0.796,0.0,None,2022-02-16 07:00:00,10.71,10.29,9.54,11.72,1031,94,1.98,100,overcast clouds
1112,0.274,0.0,0.046,None,2022-02-16 08:00:00,10.73,10.31,10.1,11.72,1031,94,2.02,100,overcast clouds
1113,0.306,0.0,0.071,None,2022-02-16 09:00:00,11.24,10.87,10.1,11.72,1032,94,2.47,100,overcast clouds
1114,0.122,0.0,0.197,None,2022-02-16 10:00:00,11.81,11.5,11.12,12.01,1032,94,2.62,100,light rain
1115,0.515,0.0,0.127,None,2022-02-16 11:00:00,11.81,11.5,11.21,11.82,1032,94,3.27,100,light rain
1116,0.034,0.0,0.222,Low,2022-02-16 12:00:00,12.37,12.12,11.77,12.72,1032,94,3.58,100,light rain
1117,0.0,0.0,0.24,Medium,2022-02-16 13:00:00,12.95,12.76,12.79,13.72,1031,94,3.79,100,light rain
1118,0.014,0.0,0.247,Low,2022-02-16 14:00:00,12.98,12.79,12.79,14.23,1031,94,3.34,100,light rain
1119,0.132,0.0,0.19,None,2022-02-16 15:00:00,12.96,12.77,12.79,13.72,1031,94,3.55,100,light rain
1120,0.344,0.0,0.09,None,2022-02-16 16:00:00,12.98,12.79,12.79,14.23,1030,94,3.77,100,light rain
1121,0.222,0.0,0.017,None,2022-02-16 17:00:00,12.98,12.79,12.23,13.72,1031,94,3.06,100,light rain
1122,0.317,0.0,0.0,None,2022-02-16 18:00:00,12.96,12.77,12.23,13.72,1031,94,2.1,100,light rain
1123,0.5,0.0,0.0,None,2022-02-16 19:00:00,12.92,12.72,12.72,13.12,1031,94,1.68,100,light rain
1124,1.374,0.0,0.0,None,2022-02-16 20:00:00,12.9,12.7,12.23,13.12,1031,94,1.79,98,overcast clouds
1125,0.653,0.0,0.0,None,2022-02-16 21:00:00,12.9,12.7,12.23,12.93,1031,94,1.78,100,overcast clouds
1126,0.0,0.477,0.0,None,2022-02-16 22:00:00,12.89,12.69,12.23,12.93,1031,94,1.34,98,overcast clouds
1127,0.0,0.507,0.0,None,2022-02-16 23:00:00,12.92,12.72,12.23,12.93,1031,94,1.55,100,light rain
1128,0.0,0.397,0.0,None,2022-02-17 00:00:00,12.92,12.72,12.23,12.93,1031,94,1.65,100,overcast clouds
1129,0.0,0.412,0.0,None,2022-02-17 01:00:00,12.88,12.68,11.77,13.12,1031,94,1.64,100,overcast clouds
1130,0.0,0.424,0.0,None,2022-02-17 02:00:00,12.88,12.68,11.68,13.12,1031,94,1.62,100,overcast clouds
1131,0.0,0.419,0.0,None,2022-02-17 03:00:00,11.81,11.5,11.68,12.01,1030,94,1.68,100,overcast clouds
1132,0.0,0.398,0.0,None,2022-02-17 04:00:00,11.81,11.5,11.68,12.01,1030,94,1.44,100,light rain
1133,0.0,0.334,0.0,None,2022-02-17 05:00:00,11.8,11.49,11.21,11.82,1029,94,1.26,99,overcast clouds
1134,0.0,0.236,0.0,None,2022-02-17 06:00:00,11.8,11.49,11.21,11.82,1029,94,1.29,96,overcast clouds
1135,0.0,1.02,0.0,None,2022-02-17 07:00:00,11.79,11.48,11.12,11.82,1029,94,1.31,98,overcast clouds
1136,0.209,0.0,0.064,None,2022-02-17 08:00:00,11.81,11.5,11.45,11.82,1029,94,1.21,97,overcast clouds
1137,0.076,0.0,0.21,None,2022-02-17 09:00:00,11.8,11.52,11.21,12.01,1029,95,1.38,97,overcast clouds
1138,0.009,0.0,0.328,Medium,2022-02-17 10:00:00,12.44,12.19,12.32,13.9,1029,94,1.27,75,broken clouds
1139,0.0,0.0,0.348,Medium,2022-02-17 11:00:00,13.6,13.44,13.44,15.72,1029,93,1.37,81,broken clouds
1140,0.084,0.0,0.299,None,2022-02-17 12:00:00,15.67,15.28,14.72,16.21,1028,76,1.41,99,overcast clouds
1141,0.026,0.0,0.308,Low,2022-02-17 13:00:00,15.68,15.18,14.72,16.77,1028,72,1.33,100,overcast clouds
1142,0.0,0.0,0.336,Medium,2022-02-17 14:00:00,16.71,16.19,14.72,16.82,1027,67,1.7,100,overcast clouds
1143,0.097,0.0,0.259,Low,2022-02-17 15:00:00,15.73,15.19,15.01,17.01,1026,70,2.01,99,overcast clouds
1144,0.382,0.0,0.08,None,2022-02-17 16:00:00,16.18,15.73,13.9,16.77,1026,72,2.29,97,overcast clouds
1145,0.37,0.0,0.031,None,2022-02-17 17:00:00,15.09,14.82,13.72,15.66,1025,83,2.04,96,overcast clouds
1146,0.444,0.0,0.0,None,2022-02-17 18:00:00,14.03,13.76,13.34,14.79,1025,87,1.2,99,overcast clouds
1147,1.746,0.0,0.0,None,2022-02-17 19:00:00,12.86,12.53,10.72,13.99,1025,89,1.09,99,overcast clouds
1148,1.187,0.0,0.0,None,2022-02-17 20:00:00,11.8,11.41,10.72,12.88,1024,91,1.03,100,overcast clouds
1149,0.681,0.0,0.0,None,2022-02-17 21:00:00,11.81,11.45,10.57,12.01,1024,92,1.09,100,overcast clouds
1150,0.0,1.071,0.0,None,2022-02-17 22:00:00,11.26,10.84,10.57,11.78,1024,92,0.79,100,overcast clouds
1151,0.0,0.932,0.0,None,2022-02-17 23:00:00,11.21,10.79,10.34,11.26,1023,92,1.13,97,overcast clouds
1152,0.0,0.648,0.0,None,2022-02-18 00:00:00,11.2,10.78,10.1,11.26,1023,92,1.74,96,overcast clouds
1153,0.0,0.564,0.0,None,2022-02-18 01:00:00,11.71,11.34,10.1,11.82,1023,92,1.98,100,overcast clouds
1154,0.0,0.728,0.0,None,2022-02-18 02:00:00,11.71,11.34,10.1,11.82,1022,92,2.07,100,overcast clouds
1155,0.0,0.437,0.0,None,2022-02-18 03:00:00,11.73,11.33,10.66,11.82,1021,91,1.77,98,overcast clouds
1156,0.0,0.385,0.0,None,2022-02-18 04:00:00,11.81,11.42,11.12,11.82,1021,91,1.78,100,overcast clouds
1157,0.0,0.382,0.0,None,2022-02-18 05:00:00,11.26,10.84,10.57,11.72,1021,92,1.86,100,overcast clouds
1158,0.0,0.359,0.0,None,2022-02-18 06:00:00,11.26,10.87,10.57,11.72,1021,93,1.71,100,overcast clouds
1159,0.0,1.628,0.004,None,2022-02-18 07:00:00,11.26,10.87,10.57,11.72,1021,93,1.45,100,light rain
1160,0.353,0.0,0.173,None,2022-02-18 08:00:00,11.26,10.9,10.57,11.72,1021,94,1.58,100,light rain
1161,0.123,0.0,0.25,None,2022-02-18 09:00:00,11.82,11.49,10.66,12.72,1021,93,2.15,100,light rain
1162,0.153,0.0,0.205,None,2022-02-18 10:00:00,12.42,12.15,11.68,13.72,1022,93,2.68,100,light rain
1163,0.768,0.0,0.145,None,2022-02-18 11:00:00,12.98,12.71,12.57,14.0,1022,91,2.87,100,light rain
1164,0.878,0.0,0.21,None,2022-02-18 12:00:00,13.89,13.63,11.12,14.04,1022,88,4.02,100,overcast clouds
1165,0.289,0.0,0.091,None,2022-02-18 13:00:00,11.83,11.47,11.12,12.88,1022,92,4.54,100,overcast clouds
1166,0.13,0.0,0.236,None,2022-02-18 14:00:00,10.77,10.3,10.57,11.77,1022,92,4.86,100,overcast clouds
1167,0.163,0.0,0.27,None,2022-02-18 15:00:00,10.73,10.18,9.45,11.72,1022,89,4.71,100,overcast clouds
1168,0.175,0.0,0.201,None,2022-02-18 16:00:00,11.27,10.54,11.12,11.78,1022,80,4.27,97,overcast clouds
1169,0.361,0.0,0.048,None,2022-02-18 17:00:00,11.27,10.52,10.57,11.72,1022,79,4.08,89,overcast clouds
1170,0.504,0.0,0.0,None,2022-02-18 18:00:00,10.7,9.94,10.01,10.72,1023,81,3.85,82,broken clouds
1171,0.688,0.0,0.0,None,2022-02-18 19:00:00,9.6,7.64,9.45,10.1,1023,85,3.72,76,broken clouds
1172,0.651,0.0,0.0,None,2022-02-18 20:00:00,9.57,7.59,8.68,9.72,1024,77,3.76,83,broken clouds
1173,0.664,0.0,0.0,None,2022-02-18 21:00:00,9.07,6.89,8.12,9.72,1024,76,3.93,87,overcast clouds
1174,0.0,0.838,0.0,None,2022-02-18 22:00:00,9.02,6.61,8.34,9.04,1025,73,4.41,88,overcast clouds
1175,0.0,1.196,0.0,None,2022-02-18 23:00:00,7.92,5.24,7.72,8.44,1025,74,4.43,74,broken clouds
1176,0.0,0.466,0.0,None,2022-02-19 00:00:00,7.39,4.63,7.01,7.89,1025,77,4.34,65,broken clouds
1177,0.0,0.373,0.0,None,2022-02-19 01:00:00,6.81,3.95,6.68,7.01,1026,78,4.26,36,scattered clouds
1178,0.0,0.443,0.0,None,2022-02-19 02:00:00,7.3,4.65,6.12,7.37,1026,75,4.07,23,few clouds
1179,0.0,0.413,0.0,None,2022-02-19 03:00:00,6.74,4.09,5.57,7.01,1025,76,3.83,13,few clouds
1180,0.0,0.35,0.0,None,2022-02-19 04:00:00,6.73,4.28,5.57,7.01,1025,75,3.47,3,sky is clear
1181,0.0,0.356,0.0,None,2022-02-19 05:00:00,6.2,3.75,5.1,7.01,1025,78,3.3,0,sky is clear
1182,0.0,0.374,0.0,None,2022-02-19 06:00:00,4.92,2.14,4.72,6.45,1026,86,3.39,0,sky is clear
1183,0.0,1.847,0.006,None,2022-02-19 07:00:00,5.66,2.89,4.54,6.45,1026,81,3.62,0,sky is clear
1184,0.025,0.0,0.332,Medium,2022-02-19 08:00:00,5.62,2.82,4.54,6.45,1027,79,3.65,0,sky is clear
1185,0.196,0.0,0.621,Medium,2022-02-19 09:00:00,8.33,5.85,6.68,8.48,1028,71,4.21,1,sky is clear
1186,0.0,0.0,0.381,High,2022-02-19 10:00:00,9.53,7.19,7.57,9.59,1029,68,4.53,1,sky is clear
1187,0.0,0.0,0.382,Very High,2022-02-19 11:00:00,10.71,9.43,10.01,11.21,1029,61,4.15,3,sky is clear
